Row Label,County,Charles W. Johnson,Eddie Yoon,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
KIR 45-0624,KI,289,76,793,133,501,0,3
DUV 45-3642,KI,122,55,443,70,249,0,2
DES 33-1128,KI,82,37,289,54,174,0,1
EAGLE,KI,0,0,3,0,0,0,0
BUR 33-0729,KI,166,74,864,77,320,2,1
MEADOWBROOK,KI,96,32,300,43,173,0,2
SWEENEY,KI,177,49,575,114,341,0,1
SHL 32-0088,KI,68,26,258,27,121,0,0
KIR 01-2759,KI,177,86,695,96,359,0,0
RUDDELL,KI,117,38,397,57,214,0,2
SHL 32-0802,KI,111,37,452,45,194,0,1
BEL 41-3278,KI,94,27,290,51,172,0,0
SEA 43-1406,KI,156,31,398,76,264,0,1
WOD 45-2597,KI,184,68,647,97,350,0,1
FOX,KI,128,43,434,76,247,0,0
KIR 48-2925,KI,155,41,498,87,284,0,1
LAKE ALICE,KI,147,44,519,102,295,0,2
M-V 05-2614,KI,222,84,831,113,422,0,3
SEA 46-1971,KI,130,15,325,55,200,0,0
RNT 11-3287,KI,151,77,705,108,338,0,2
SEA 46-1977,KI,153,11,321,53,217,0,0
SEA 46-1974,KI,162,16,415,91,269,0,0
AUB 31-0049,KI,105,42,450,45,195,0,3
SEA 34-1245,KI,141,45,466,58,244,0,0
SEA 34-1247,KI,115,39,461,48,202,0,0
SEA 34-1246,KI,112,32,355,57,203,0,2
SEA 34-1249,KI,125,46,551,68,241,0,2
SEA 34-1248,KI,130,35,407,43,209,0,1
NPK 33-2645,KI,137,28,335,54,219,0,0
NPK 33-2644,KI,119,31,287,52,204,0,2
NPK 33-2646,KI,182,73,587,86,341,0,0
SEA 32-2203,KI,231,67,758,121,422,0,3
BUR 34-0281,KI,0,0,0,0,0,0,0
BEL 41-0658,KI,123,33,403,64,220,0,0
BEL 41-0305,KI,129,37,484,51,218,0,1
SEA 36-1693,KI,107,26,308,55,189,0,1
SEA 43-3628,KI,146,81,536,62,290,0,1
RED 48-3313,KI,213,71,667,98,384,0,2
RED 48-3316,KI,77,39,344,38,154,0,0
BUR 34-1082,KI,124,29,307,62,215,0,0
CORNELL,KI,174,78,557,63,316,0,1
RED 48-2790,KI,156,68,592,97,323,0,2
BUR 34-0848,KI,142,39,421,78,261,0,2
KIR 45-3612,KI,80,22,211,13,116,0,1
SEA 46-2375,KI,125,25,312,60,210,0,0
FED 30-3036,KI,76,42,342,29,148,0,1
AUB 31-3335,KI,200,65,732,85,351,0,1
KEN 47-3184,KI,230,61,776,90,384,0,3
SEA 37-3567,KI,76,29,408,25,130,0,0
BRIAR,KI,160,40,521,81,283,0,2
COV 47-2711,KI,130,55,536,67,255,0,3
NEW 41-3528,KI,111,35,420,36,182,0,0
BUR 34-1150,KI,124,48,365,77,249,0,0
TUK 11-3127,KI,56,29,280,22,109,0,2
SEA 46-2274,KI,90,18,256,58,167,0,1
SEA 46-2275,KI,40,16,127,14,71,0,1
SEA 46-2276,KI,164,30,382,56,250,0,0
SEA 46-2277,KI,228,33,568,107,368,0,0
SEA 46-2270,KI,138,15,290,48,202,0,1
SEA 46-2271,KI,212,35,476,71,319,0,1
SEA 46-2272,KI,133,36,367,77,247,0,1
M-V 05-3272,KI,233,85,878,117,436,0,1
HOLM LAKE,KI,215,71,710,129,415,0,0
COV 47-2390,KI,122,34,505,47,204,0,1
SEA 37-3696,KI,10,7,49,1,18,0,0
SEA 37-3693,KI,0,0,0,0,0,0,0
CADDIS,KI,105,47,366,54,211,0,5
SHL 32-0396,KI,196,94,767,107,401,0,4
SEA 37-1557,KI,74,22,343,26,124,0,2
SEA 43-2541,KI,78,17,268,20,115,0,0
KEN 11-3331,KI,101,30,456,34,166,0,1
SHL 32-0606,KI,106,33,364,42,183,0,2
RNT 11-0738,KI,74,26,444,40,141,0,1
ENM 05-3414,KI,0,0,0,0,0,0,0
STILLWATER,KI,163,57,523,71,292,0,1
FED 30-3052,KI,150,49,494,44,243,0,0
FED 30-3053,KI,112,51,472,54,218,0,1
FED 30-3050,KI,48,21,222,29,98,0,0
FED 30-3051,KI,76,35,400,39,152,0,2
FED 30-3056,KI,104,28,323,33,166,0,1
FED 30-3054,KI,100,31,386,37,168,0,0
FED 30-3055,KI,145,65,575,69,280,0,1
SHL 32-0486,KI,101,24,298,59,185,0,1
DES 33-0668,KI,64,21,273,38,123,0,0
SEA 43-2061,KI,96,39,476,71,207,0,1
SEA 43-2064,KI,74,30,370,44,148,0,0
SEA 43-2065,KI,88,37,547,53,179,0,1
SEA 43-2068,KI,123,22,425,44,191,0,2
SEA 36-2164,KI,147,23,310,45,215,0,0
BEAR CREEK,KI,139,49,452,87,275,0,0
KMR 46-0473,KI,128,62,438,61,253,0,2
SEA 37-1825,KI,146,81,704,67,296,0,2
SEA 36-1382,KI,131,35,374,67,233,0,0
KEN 47-1102,KI,192,96,759,94,382,0,0
MED 48-0749,KI,153,43,485,88,285,0,1
SEA 32-3656,KI,172,42,474,74,288,0,0
SEA 34-1412,KI,97,18,261,51,166,0,0
FALCON,KI,138,48,456,101,288,0,1
SEA 36-1319,KI,169,44,469,69,285,0,3
SEA 36-1318,KI,318,96,999,122,537,0,1
SEA 36-1317,KI,201,52,631,115,370,0,2
SEA 36-2119,KI,114,26,277,36,176,0,0
KMR 46-0501,KI,164,58,546,80,304,0,2
TUK 11-3499,KI,52,27,245,27,109,0,3
CHAUTAUQUA,KI,143,42,416,74,259,0,0
SEA 43-2004,KI,123,23,356,59,206,0,1
SUNNYWOOD,KI,147,72,629,68,287,0,0
M-V 05-3242,KI,137,58,588,66,262,0,1
LAKE JOY,KI,243,85,845,145,478,0,5
BEL 48-2715,KI,185,35,471,78,298,0,0
SEA 43-2006,KI,84,29,298,56,169,0,0
TAHLEQUAH,KI,191,60,550,97,349,0,1
BEL 48-2716,KI,123,59,593,48,230,0,0
WEBSTER,KI,161,37,430,83,282,0,1
DES 33-0532,KI,80,25,271,43,148,0,0
SEA 43-2001,KI,287,47,648,98,433,0,1
SEA 43-2002,KI,241,46,587,102,391,0,2
KIR 01-2561,KI,183,61,649,95,340,0,1
SI VIEW,KI,132,49,433,78,259,0,0
SET 33-3073,KI,97,32,285,41,171,0,1
MERLOT,KI,185,61,527,103,349,0,0
RNT 33-1204,KI,281,80,851,100,461,0,0
KIR 48-3337,KI,278,57,809,128,463,0,0
SEA 11-3580,KI,96,37,401,42,175,0,0
DUV 45-3502,KI,142,35,398,65,243,0,1
RED 48-0939,KI,126,51,457,77,255,1,0
ISS 05-3651,KI,77,41,396,52,170,0,0
RED 48-0937,KI,64,27,223,33,125,0,1
RED 48-0935,KI,151,66,591,69,291,0,5
TAHOMA,KI,140,55,571,118,313,0,0
BEL 41-0460,KI,184,40,506,65,289,0,0
PLAINS,KI,259,66,742,104,430,1,0
SEA 37-1864,KI,161,58,622,52,273,0,2
SEA 43-1870,KI,185,38,466,49,273,0,1
SAM 45-2684,KI,92,28,304,49,169,0,0
KIR 45-0630,KI,141,60,518,56,259,0,2
KIR 45-0631,KI,172,54,585,82,308,0,0
KIR 45-0632,KI,176,34,475,62,273,0,1
BEL 41-3680,KI,143,35,413,61,239,0,0
RNT 11-3619,KI,124,47,472,54,225,0,0
BEL 41-3684,KI,60,21,240,40,122,0,1
RNT 37-3154,KI,171,68,770,71,311,1,0
CYPRESS,KI,0,0,0,0,0,0,0
SHL 32-0832,KI,143,27,343,52,225,1,2
NPK 33-2474,KI,155,45,454,116,316,0,0
KMR 46-0695,KI,159,51,532,88,299,0,1
HAPPY VALLEY,KI,39,13,141,30,82,0,0
RED 48-3147,KI,95,32,439,48,175,0,0
ADAIR,KI,459,123,928,173,756,0,1
SEA 34-1257,KI,154,64,510,85,304,0,1
SEA 34-1254,KI,84,25,346,41,150,0,0
SEA 34-1255,KI,123,40,414,37,202,0,2
SEA 34-1252,KI,152,60,660,82,295,0,1
SEA 34-1250,KI,110,32,335,57,199,0,0
SEA 34-1251,KI,183,60,538,69,312,0,0
COV 47-3365,KI,81,30,286,51,164,0,2
KIR 48-2915,KI,139,37,411,64,240,0,0
SET 33-3065,KI,81,38,464,25,146,0,2
SHL 32-0903,KI,97,33,271,38,171,0,3
BOT 01-3195,KI,148,48,510,54,250,0,0
RED 48-2789,KI,74,34,438,37,145,0,0
RNT 11-0031,KI,152,47,660,99,298,0,0
BUR 34-0485,KI,147,68,583,87,302,0,0
TUK 11-3128,KI,138,78,717,68,288,0,4
NEW 41-3681,KI,105,30,386,67,202,0,0
SET 33-3060,KI,65,37,373,31,134,0,1
LINCOLN,KI,89,15,312,63,168,0,1
RNT 41-1017,KI,100,31,370,52,183,0,0
RNT 41-1010,KI,109,46,416,63,219,0,1
RNT 41-1018,KI,243,95,868,125,464,0,1
SUNSET,KI,60,21,230,40,121,0,0
FRANKLIN,KI,31,11,160,21,63,0,0
BEL 41-0108,KI,144,26,440,60,230,0,0
KEN 47-3676,KI,37,11,127,16,64,0,0
BUR 33-0705,KI,125,67,701,67,260,0,1
RED 45-2580,KI,160,45,384,57,262,0,0
SEA 36-1687,KI,162,47,644,98,309,0,2
SEA 37-3573,KI,68,13,564,30,111,0,0
SHL 32-0012,KI,88,38,340,33,159,0,0
SEA 46-2249,KI,109,27,250,34,170,0,0
SEA 46-2240,KI,194,30,431,66,290,0,0
SEA 46-2243,KI,206,39,514,114,359,0,0
SEA 46-2245,KI,207,34,409,81,322,0,0
SEA 46-2244,KI,125,19,268,47,191,0,0
SEA 46-2247,KI,259,41,630,121,421,0,0
SEA 43-1380,KI,113,30,301,40,183,0,0
FED 30-3110,KI,100,47,351,47,194,0,0
RED 48-2968,KI,144,70,817,84,298,0,0
RED 48-2969,KI,132,40,443,80,253,0,1
RED 48-2966,KI,99,50,526,30,179,0,0
RED 48-2967,KI,190,87,821,95,373,0,1
KEN 47-3493,KI,147,48,554,74,269,0,0
LAKE LEOTA,KI,184,40,562,89,313,0,0
KENTLAKE,KI,162,58,647,70,290,0,0
WYNONA,KI,109,52,462,49,211,0,1
SEA 37-2799,KI,136,30,445,38,206,0,2
UNION HILL,KI,199,58,628,115,374,0,2
SEA 37-1620,KI,89,30,418,20,140,0,1
WOD 45-1225,KI,156,48,478,73,279,0,2
COV 47-1145,KI,154,74,696,90,318,0,0
EASTRIDGE,KI,240,99,818,135,474,0,0
SEA 37-1621,KI,75,38,342,38,151,0,0
SEA 46-2100,KI,157,23,370,66,246,0,0
HOBART,KI,176,76,621,119,374,0,3
SEA 36-1665,KI,199,43,515,113,356,0,1
SEA 36-1664,KI,140,13,326,65,218,0,0
MADISON,KI,79,30,305,48,157,0,0
ISS 05-3138,KI,156,40,435,91,287,0,0
AUB 47-1066,KI,120,32,370,59,211,0,0
BOT 01-2473,KI,158,41,481,56,256,0,1
FED 30-3027,KI,152,64,654,69,288,1,2
FED 30-3026,KI,106,41,399,48,195,0,0
FED 30-3025,KI,173,53,506,81,307,0,0
FED 30-3024,KI,136,33,349,53,222,0,0
FED 30-3023,KI,121,60,412,74,258,0,3
FED 30-3022,KI,78,25,216,29,132,0,0
FED 30-3021,KI,143,56,566,49,249,0,1
FED 30-3020,KI,111,39,436,72,223,0,1
BRINN,KI,265,90,848,157,513,0,1
NEW 41-3529,KI,117,55,569,77,249,0,0
SAM 41-2940,KI,78,22,243,36,136,0,0
SEA 37-1628,KI,123,55,444,37,215,0,0
FED 30-3029,KI,76,31,309,9,117,0,1
KIR 45-2934,KI,99,37,368,59,196,0,1
SEA 36-1701,KI,155,25,331,50,231,0,1
KEN 33-3629,KI,12,7,61,8,27,0,0
SEA 34-3648,KI,131,47,470,61,240,0,1
SEA 43-2017,KI,184,31,430,52,267,0,0
SEA 43-2016,KI,135,22,333,40,197,0,0
SEA 43-2015,KI,109,21,333,65,195,0,0
SEA 43-2014,KI,165,25,352,69,260,0,1
SEA 43-2013,KI,138,23,310,54,216,0,1
SHL 32-0232,KI,121,47,386,63,231,0,0
SEA 43-2011,KI,124,10,278,54,189,0,1
TUK 11-2955,KI,134,77,653,62,274,0,1
TUK 11-2956,KI,60,27,460,25,112,0,0
SEA 43-2018,KI,262,23,559,78,363,0,0
TWINBERRY,KI,345,77,656,124,547,0,1
TUK 11-2951,KI,119,60,601,56,236,0,1
TUK 11-2952,KI,62,36,294,28,126,0,0
MED 48-0750,KI,217,56,661,116,389,0,0
MED 48-0751,KI,192,42,510,96,331,0,1
MED 48-0752,KI,167,43,527,100,311,0,1
SEA 46-2093,KI,217,27,462,72,317,0,1
COVE,KI,191,64,545,95,350,0,0
DES 33-0437,KI,80,27,271,48,155,0,0
RNT 11-3660,KI,101,27,341,45,174,0,1
PAC 30-0885,KI,186,70,762,84,342,0,2
PAC 30-0887,KI,177,89,796,64,332,0,2
PAC 30-0886,KI,156,49,668,82,287,0,0
RNT 41-3438,KI,93,26,365,40,160,0,1
SEA 36-1308,KI,121,24,298,48,193,0,0
SEA 36-1309,KI,188,50,556,90,328,0,0
SEA 36-1306,KI,164,24,381,52,240,0,0
SEA 36-1307,KI,123,19,276,32,174,0,0
SEA 36-1304,KI,152,22,333,58,234,0,2
SEA 36-1305,KI,138,13,301,55,206,0,0
SEA 36-1303,KI,148,42,411,78,269,0,1
SEA 36-1300,KI,112,32,383,70,214,0,0
SEA 36-1301,KI,144,23,319,51,218,0,0
SEA 46-3677,KI,96,30,320,53,181,0,2
SEA 32-2224,KI,159,54,535,75,289,0,1
KIR 48-2788,KI,130,27,354,57,215,0,1
BRIARWOOD,KI,168,37,582,88,293,0,0
KEN 47-0880,KI,65,36,362,46,148,0,1
SEA 46-2377,KI,266,38,574,86,391,0,1
KIR 45-0554,KI,96,48,451,55,200,0,1
RNT 33-0455,KI,191,59,767,87,339,0,2
LFP 46-2439,KI,95,41,311,64,200,0,0
SEA 46-2371,KI,210,62,656,96,371,0,3
SEA 34-3263,KI,110,38,415,46,194,0,0
ISS 05-2461,KI,195,59,572,109,364,0,1
SEA 34-3265,KI,83,42,353,43,168,0,0
SEA 34-3264,KI,101,36,340,43,180,0,0
SEA 34-3266,KI,69,23,311,25,117,0,0
SEA 46-2373,KI,195,45,683,90,331,0,1
SHL 32-0648,KI,132,51,481,45,232,0,4
SEA 37-3694,KI,31,5,92,8,44,0,0
SEA 36-1273,KI,114,27,279,60,201,0,0
EDGEHILL,KI,23,9,67,12,44,0,0
BEL 48-2412,KI,101,26,308,41,168,0,0
AUB 47-3635,KI,158,55,746,80,295,0,2
FED 30-3599,KI,107,40,420,65,213,0,1
RNT 11-3590,KI,190,60,710,74,327,0,3
M-V 05-3589,KI,186,65,725,92,343,0,0
FED 30-3596,KI,112,23,332,42,178,1,0
RED 45-3315,KI,343,58,705,102,503,0,0
COV 47-3551,KI,91,35,375,55,181,0,0
AUB 30-2702,KI,99,39,470,17,156,0,1
AUB 30-2703,KI,42,12,262,8,63,0,1
SAM 41-2469,KI,151,54,529,82,288,0,1
SHL 32-0735,KI,73,37,269,30,141,0,1
BEL 41-3671,KI,87,41,337,36,164,0,0
SEA 36-3252,KI,107,38,477,65,211,0,1
SEA 37-1854,KI,98,52,386,40,190,0,0
SEA 43-1849,KI,111,16,323,32,161,0,2
SEA 37-1850,KI,204,66,650,74,346,0,2
SEA 37-1853,KI,70,27,281,23,120,0,0
MONEYSMITH,KI,217,60,669,111,390,0,2
SEA 43-1845,KI,164,48,575,65,277,0,0
SEA 43-1847,KI,141,23,484,61,227,0,2
SEA 43-1846,KI,96,29,345,32,158,0,1
SEA 43-1843,KI,166,33,551,52,251,0,0
SEA 43-1842,KI,161,44,521,75,282,0,2
M-V 05-2748,KI,182,77,806,86,347,0,2
BEL 41-3695,KI,99,35,390,48,183,0,1
SEA 43-2545,KI,221,46,699,107,375,0,1
KEN 33-0270,KI,54,24,271,7,87,0,2
CAR 05-0290,KI,138,45,512,93,276,0,0
SHL 32-0537,KI,137,24,337,51,212,0,0
RNT 11-0804,KI,190,63,842,88,342,0,1
BROOKSIDE,KI,209,42,548,94,345,0,0
AUB 47-2729,KI,108,35,396,39,182,0,0
CLAY,KI,120,45,438,70,237,0,2
FARLEY,KI,187,69,739,158,414,0,0
WOD 45-3192,KI,126,31,352,52,211,0,2
WOD 45-3193,KI,104,32,462,73,209,0,0
ROUNDTABLE,KI,96,59,602,57,212,0,0
AUB 47-2723,KI,158,41,346,34,234,0,1
RIDGE,KI,200,100,669,88,393,0,5
BUR 33-0562,KI,103,40,403,47,194,0,4
AUB 47-2478,KI,196,52,490,79,328,0,1
AUB 47-3413,KI,191,66,758,66,323,0,0
SHL 32-1077,KI,119,51,471,52,225,0,3
KEN 33-2570,KI,144,54,582,66,265,0,1
BEL 41-1235,KI,103,23,334,54,180,0,0
SHL 32-0917,KI,136,41,537,75,252,0,0
SHL 32-0914,KI,167,44,495,78,289,0,0
SEA 34-1533,KI,83,24,229,51,159,0,1
SEA 34-1532,KI,79,28,237,31,138,0,0
SEA 43-1263,KI,146,28,350,56,230,0,0
SEA 34-1530,KI,216,58,619,92,367,0,1
SEA 34-1537,KI,92,29,289,35,156,0,0
SEA 34-1536,KI,109,29,304,53,191,0,0
SEA 34-1535,KI,80,26,239,40,146,0,0
KIR 01-2918,KI,166,72,667,82,321,0,1
SEA 43-1269,KI,153,23,357,58,234,0,0
SEA 43-1268,KI,162,32,352,60,254,0,0
SEA 34-1539,KI,109,36,356,53,198,0,0
SEA 34-1538,KI,108,29,378,65,202,0,0
HUNTER,KI,179,86,811,122,389,0,2
SEA 43-1353,KI,161,33,449,65,260,0,1
GUENEVERE,KI,78,30,342,39,149,0,2
SEA 46-2298,KI,132,23,321,50,205,0,0
WEEKS,KI,224,61,713,103,390,0,2
THOMAS,KI,146,44,442,58,249,0,1
KEN 33-1055,KI,65,31,424,26,123,0,1
N-B 05-3611,KI,144,68,664,101,316,0,3
LAKE DESIRE,KI,187,49,605,87,323,0,0
NAILA,KI,192,82,798,141,416,0,1
BRIGID,KI,108,23,320,36,168,0,1
WOD 45-1205,KI,193,73,507,74,340,0,0
BOT 01-2865,KI,111,37,356,57,205,0,0
SHL 32-0001,KI,88,38,439,48,175,0,1
ROWAN,KI,114,35,356,44,195,0,2
KMR 46-0677,KI,136,51,552,87,274,0,0
BRIDLE TRAILS,KI,0,0,0,0,0,0,0
SEA 46-2257,KI,315,68,799,125,509,0,1
SEA 46-2252,KI,99,24,261,49,172,0,0
SEA 46-2253,KI,195,40,521,84,322,0,3
SEA 46-2251,KI,207,42,555,103,352,0,0
GLENN,KI,64,27,255,34,126,0,1
MAURY,KI,163,59,413,68,292,0,2
BEL 48-0167,KI,86,34,271,37,158,0,1
SEA 36-2148,KI,138,17,359,74,229,0,0
KEN 47-3483,KI,161,58,606,65,285,0,1
SEA 43-2862,KI,194,61,736,105,360,0,0
SEA 46-2353,KI,109,49,488,39,199,0,2
COV 47-1153,KI,161,60,626,61,284,0,2
SET 33-1031,KI,226,70,925,99,398,0,3
SEA 46-2317,KI,161,38,433,68,269,0,2
SHL 32-0454,KI,95,31,300,47,173,0,0
SEA 43-1280,KI,204,39,669,93,337,0,1
LAKE YOUNGS,KI,220,61,669,106,390,0,3
FED 30-3034,KI,88,36,359,46,171,0,1
FED 30-3035,KI,68,30,265,30,128,0,0
ARTHUR,KI,279,91,863,138,510,0,2
FED 30-3037,KI,108,50,359,32,191,0,1
FED 30-3030,KI,92,34,361,47,175,0,2
FED 30-3031,KI,171,58,542,42,273,0,2
FED 30-3032,KI,95,11,267,25,131,0,0
FED 30-3033,KI,116,48,408,37,201,0,0
BEL 41-2484,KI,104,35,404,60,199,0,0
FED 30-3038,KI,61,22,198,32,115,0,0
FED 30-3039,KI,118,40,331,27,186,0,1
ISS 41-2401,KI,164,59,657,119,342,0,0
SHL 32-1197,KI,108,25,352,57,191,0,1
KEN 11-3663,KI,131,41,387,52,225,0,1
BINGAMAN,KI,188,61,565,64,313,0,0
ISS 41-2409,KI,498,110,1074,220,829,1,0
RENHILL,KI,97,49,406,55,204,0,3
BARCLAY,KI,92,30,295,40,162,0,0
C-H 48-0323,KI,158,42,440,58,258,0,0
C-H 48-0322,KI,102,12,252,45,159,0,0
C-H 48-0321,KI,140,23,356,53,216,0,0
SEA 43-2007,KI,102,13,256,49,164,0,0
SEA 43-2000,KI,171,52,550,71,294,0,0
C-H 48-0326,KI,95,21,268,45,161,0,0
C-H 48-0325,KI,166,35,446,74,276,0,1
C-H 48-0324,KI,142,41,434,80,265,0,2
SEA 43-2008,KI,116,17,257,36,169,0,0
SEA 43-2009,KI,231,32,487,65,329,0,1
KMR 46-0696,KI,256,81,728,114,455,0,4
DUV 45-0389,KI,210,91,817,113,414,0,0
SEA 46-1284,KI,91,14,278,35,140,0,0
SEA 46-1285,KI,110,18,303,53,182,1,0
SEA 46-1282,KI,233,41,656,123,399,0,2
SEA 46-1283,KI,129,23,391,52,204,0,0
SEA 36-1661,KI,118,22,277,52,193,0,1
SEA 36-1663,KI,121,18,275,65,205,0,1
SEA 36-1662,KI,171,31,450,89,291,0,0
BOT 01-2677,KI,114,34,344,55,204,0,1
BOT 01-2676,KI,211,77,825,101,391,0,2
SEA 36-1666,KI,218,50,572,92,360,0,0
SEA 36-1668,KI,128,47,443,67,244,0,2
SHL 32-0357,KI,158,53,501,50,264,0,3
SEA 36-1689,KI,180,50,484,83,313,0,0
SEA 36-1688,KI,96,28,273,55,179,0,0
SHL 32-0754,KI,222,67,629,100,389,0,0
RED 45-3547,KI,182,87,711,119,388,0,0
SEA 36-1683,KI,103,27,305,74,205,0,1
SEA 36-1682,KI,107,26,309,57,190,0,0
KIR 45-1019,KI,227,52,767,85,364,0,0
N-B 05-3296,KI,197,60,682,131,392,0,4
SEA 36-1686,KI,183,64,768,104,352,0,1
SEA 36-1685,KI,128,43,418,49,220,0,0
SEA 36-1684,KI,99,26,338,48,173,0,0
KIR 45-2760,KI,218,83,618,85,386,0,0
KIR 45-2761,KI,173,64,601,104,342,0,1
SEA 36-2795,KI,113,35,479,59,209,0,2
WESTWOOD,KI,0,0,0,0,0,0,0
SHL 32-1178,KI,116,31,393,37,186,0,2
SEA 43-1271,KI,149,45,473,64,260,0,2
FED 30-2988,KI,197,70,629,62,332,0,3
SEA 43-1363,KI,232,58,725,95,386,0,1
SEA 37-1840,KI,155,61,616,63,281,0,2
B-D 05-3463,KI,0,0,0,0,0,0,0
RNT 11-3588,KI,65,31,481,24,120,0,0
FED 30-3582,KI,57,17,255,21,95,0,0
SHL 32-0488,KI,68,25,282,42,136,0,1
BEL 41-0408,KI,79,19,212,37,136,0,1
WOD 45-3270,KI,169,57,612,71,298,0,1
DEVILLE,KI,143,51,558,67,263,0,2
WYNOCHE,KI,150,42,397,64,257,0,1
HPT 48-0533,KI,113,23,334,68,204,0,0
BOWOOD,KI,193,49,625,97,339,0,0
SEA 11-1942,KI,158,42,526,69,271,0,2
SEA 11-1941,KI,129,34,431,60,224,0,1
SEA 37-1841,KI,253,59,813,81,396,1,2
SEA 11-1947,KI,116,43,453,45,204,0,0
SEA 11-1945,KI,190,56,703,95,341,0,0
RED 45-2492,KI,102,54,356,57,214,0,1
SEA 43-1851,KI,280,53,694,79,413,0,1
SEA 43-1856,KI,223,44,579,55,322,0,0
SEA 43-1857,KI,154,35,528,58,251,0,4
SEA 43-1855,KI,203,38,619,94,337,0,2
MILWAUKEE,KI,10,3,50,11,24,0,0
RNT 11-2475,KI,154,53,654,84,292,0,1
SEA 43-1859,KI,186,40,553,59,286,0,1
HAM LAKE,KI,144,48,467,74,267,0,1
BRYAN,KI,88,34,351,65,188,0,1
KIR 45-0610,KI,207,49,552,65,322,0,1
KIR 45-0616,KI,156,40,557,100,297,0,1
BUR 34-0381,KI,119,50,486,70,243,0,4
KIR 45-0618,KI,166,48,454,101,315,0,0
KIR 45-0619,KI,119,24,296,46,190,0,1
SHL 32-0241,KI,152,75,612,61,291,0,3
KIR 01-0870,KI,208,47,632,84,340,0,1
MORTON,KI,224,65,723,134,425,0,2
SEA 43-1858,KI,134,24,335,44,203,0,1
SHL 32-0866,KI,107,49,432,59,215,0,0
SEA 46-2285,KI,132,28,286,50,211,0,1
RNT 41-0995,KI,185,78,740,83,346,0,0
RNT 41-0994,KI,148,31,488,71,250,0,0
RNT 41-0993,KI,162,60,703,98,321,0,1
BEL 41-3225,KI,124,45,539,73,245,0,3
BEL 41-3226,KI,162,40,531,76,278,0,0
SEA 36-3689,KI,95,29,398,41,166,0,1
SEA 36-3686,KI,129,55,501,68,254,0,2
SEAN,KI,181,67,690,117,367,0,2
SEA 43-2069,KI,231,55,652,111,399,0,2
SEA 46-2283,KI,129,26,348,58,214,0,1
BUR 34-0560,KI,114,56,474,52,223,0,1
BOT 01-0257,KI,237,85,718,94,417,0,1
BOT 01-0256,KI,229,83,670,105,417,0,0
BOT 01-0255,KI,206,93,750,127,428,0,2
BOT 01-0254,KI,146,69,561,95,311,0,1
BOT 01-0253,KI,110,51,400,68,229,0,0
BOT 01-0252,KI,159,56,514,90,308,0,3
SHL 32-1158,KI,75,36,317,45,158,0,2
BOT 01-0259,KI,123,46,430,75,245,0,1
BOT 01-0258,KI,227,92,817,121,440,0,0
ISS 05-3691,KI,87,36,314,46,172,0,3
AUB 47-0041,KI,164,76,735,61,303,0,2
ISS 05-3697,KI,0,0,0,0,0,0,0
BEL 41-0333,KI,70,10,222,20,100,0,0
SEA 46-2320,KI,113,39,350,70,222,0,0
SEA 46-2321,KI,143,17,333,65,225,0,0
SEA 34-1520,KI,120,27,314,43,190,0,0
SEA 34-1521,KI,96,20,266,65,181,0,0
SEA 34-1522,KI,101,22,261,48,171,0,0
SEA 34-1523,KI,109,26,296,58,193,0,0
SEA 34-1524,KI,105,36,291,58,199,0,0
SEA 34-1526,KI,86,22,248,48,156,0,0
SEA 34-1527,KI,215,52,684,84,351,0,0
PORTAGE,KI,147,57,396,63,270,0,3
SEA 43-1278,KI,178,51,588,77,308,0,2
SEA 43-1279,KI,267,29,684,109,406,0,1
WOD 45-0676,KI,173,48,502,83,304,0,0
WHITE CENTER,KI,142,94,788,57,297,0,4
REINTREE,KI,206,57,565,90,353,0,0
M-I 41-0781,KI,71,26,216,40,140,0,3
M-I 41-0780,KI,132,27,389,67,226,0,0
M-I 41-0782,KI,180,34,503,70,285,0,1
M-I 41-0785,KI,135,37,380,71,243,0,0
M-I 41-0784,KI,126,44,411,76,246,0,0
NEW 41-3228,KI,137,50,470,67,254,0,0
DES 33-2672,KI,109,57,577,64,231,0,1
M-I 41-0789,KI,233,36,607,122,391,0,0
NEW 41-3227,KI,138,52,467,62,254,0,2
LFP 46-1143,KI,167,46,436,85,299,0,1
KEN 47-2836,KI,143,52,531,63,259,0,1
KEN 47-2834,KI,138,60,564,57,255,0,0
SEA 11-1550,KI,126,50,563,45,222,0,1
SEA 11-1552,KI,75,32,379,57,166,0,2
DES 33-2455,KI,90,49,579,34,175,0,2
SHL 32-0038,KI,146,48,498,51,247,0,2
SEA 43-2928,KI,208,44,639,87,339,0,0
DORRE DON,KI,255,78,793,143,477,0,1
KEN 47-2838,KI,168,63,650,72,307,0,4
KEN 47-3344,KI,179,52,473,67,298,0,0
M-I 41-0769,KI,183,46,544,102,333,0,2
M-I 41-0768,KI,99,35,307,36,170,0,0
ISS 05-3206,KI,209,78,758,131,419,0,1
M-I 41-0763,KI,111,20,303,69,200,0,0
M-I 41-0762,KI,84,15,256,49,148,0,0
M-I 41-0761,KI,127,25,335,55,208,0,1
M-I 41-0767,KI,82,24,260,35,141,0,0
M-I 41-0766,KI,132,30,322,34,197,1,0
M-I 41-0765,KI,275,63,645,103,441,0,0
FED 30-3574,KI,70,16,353,31,117,0,0
SEA 46-2099,KI,171,32,437,89,293,0,1
THISTLE,KI,75,31,334,46,152,0,0
WOLF,KI,175,39,690,94,308,0,0
