Row Label,County,Ann Schindler,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
KEN 47-1102,KI,219,759,163,382,0,0
MED 48-0749,KI,140,485,144,285,0,1
SEA 32-3656,KI,157,474,129,288,0,2
SEA 34-1412,KI,78,261,88,166,0,0
FALCON,KI,145,456,139,288,0,4
SEA 36-1319,KI,156,469,128,285,0,1
SEA 36-1318,KI,291,999,243,537,0,3
SEA 36-1317,KI,187,631,181,370,0,2
SEA 36-2119,KI,86,277,90,176,0,0
KMR 46-0501,KI,175,546,127,304,0,2
TUK 11-3499,KI,62,245,44,109,0,3
CHAUTAUQUA,KI,130,416,125,259,0,4
SEA 43-2004,KI,101,356,103,206,0,2
SUNNYWOOD,KI,165,629,121,287,0,1
M-V 05-3242,KI,151,588,109,262,0,2
LAKE JOY,KI,236,845,237,478,0,5
BEL 48-2715,KI,150,471,147,298,0,1
SEA 43-2006,KI,73,298,96,169,0,0
TAHLEQUAH,KI,176,550,171,349,0,2
BEL 48-2716,KI,134,593,93,230,0,3
WEBSTER,KI,170,430,111,282,0,1
DES 33-0532,KI,92,271,56,148,0,0
SEA 43-2001,KI,247,648,183,433,0,3
SEA 43-2002,KI,208,587,182,391,0,1
KIR 01-2561,KI,204,649,135,340,0,1
SI VIEW,KI,135,433,122,259,0,2
SET 33-3073,KI,110,285,60,171,0,1
MERLOT,KI,193,527,156,349,0,0
RNT 33-1204,KI,300,851,159,461,0,2
KIR 48-3337,KI,255,809,206,463,0,2
SEA 11-3580,KI,96,401,79,175,0,0
DUV 45-3502,KI,131,398,110,243,0,2
RED 48-0939,KI,146,457,107,255,0,2
ISS 05-3651,KI,95,396,75,170,0,0
RED 48-0937,KI,69,223,55,125,0,1
RED 48-0935,KI,157,591,128,291,0,6
TAHOMA,KI,154,571,156,313,0,3
BEL 41-0460,KI,173,506,116,289,0,0
PLAINS,KI,242,742,184,430,0,4
SEA 37-1864,KI,186,622,85,273,0,2
SEA 43-1870,KI,151,466,120,273,0,2
SAM 45-2684,KI,98,304,70,169,0,1
KIR 45-0630,KI,153,518,98,259,0,8
KIR 45-0631,KI,155,585,151,308,0,2
KIR 45-0632,KI,159,475,113,273,0,1
BEL 41-3680,KI,122,413,116,239,0,1
RNT 11-3619,KI,129,472,94,225,0,2
BEL 41-3684,KI,51,240,70,122,0,1
RNT 37-3154,KI,190,770,119,311,0,2
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,124,343,96,225,0,5
NPK 33-2474,KI,146,454,170,316,0,0
KMR 46-0695,KI,167,532,131,299,0,1
HAPPY VALLEY,KI,46,141,35,82,0,1
RED 48-3147,KI,106,439,69,175,0,0
ADAIR,KI,459,928,294,756,0,3
SEA 34-1257,KI,146,510,157,304,0,1
SEA 34-1254,KI,86,346,63,150,0,1
SEA 34-1255,KI,141,414,58,202,0,3
SEA 34-1252,KI,157,660,137,295,0,1
SEA 34-1250,KI,104,335,94,199,0,1
SEA 34-1251,KI,204,538,108,312,0,0
COV 47-3365,KI,83,286,81,164,0,0
KIR 48-2915,KI,132,411,107,240,0,1
SET 33-3065,KI,112,464,33,146,0,1
SHL 32-0903,KI,109,271,60,171,0,2
BOT 01-3195,KI,162,510,88,250,0,0
RED 48-2789,KI,89,438,56,145,0,0
RNT 11-0031,KI,173,660,125,298,0,0
BUR 34-0485,KI,166,583,136,302,0,0
TUK 11-3128,KI,166,717,121,288,0,1
NEW 41-3681,KI,109,386,92,202,0,1
SET 33-3060,KI,89,373,44,134,0,1
LINCOLN,KI,87,312,81,168,0,0
RNT 41-1017,KI,111,370,72,183,0,0
RNT 41-1010,KI,117,416,102,219,0,0
RNT 41-1018,KI,248,868,213,464,0,3
SUNSET,KI,59,230,59,121,0,3
FRANKLIN,KI,33,160,30,63,0,0
BEL 41-0108,KI,125,440,103,230,0,2
KEN 47-3676,KI,40,127,24,64,0,0
BUR 33-0705,KI,153,701,99,260,0,8
RED 45-2580,KI,167,384,95,262,0,0
SEA 36-1687,KI,168,644,139,309,0,2
SEA 37-3573,KI,66,564,45,111,0,0
SHL 32-0012,KI,85,340,69,159,0,5
SEA 46-2249,KI,101,250,69,170,0,0
SEA 46-2240,KI,158,431,131,290,0,1
SEA 46-2243,KI,177,514,177,359,0,5
SEA 46-2245,KI,180,409,141,322,0,1
SEA 46-2244,KI,108,268,81,191,0,2
SEA 46-2247,KI,230,630,187,421,0,4
SEA 43-1380,KI,92,301,91,183,0,0
FED 30-3110,KI,114,351,80,194,0,0
RED 48-2968,KI,185,817,113,298,0,0
RED 48-2969,KI,136,443,114,253,0,3
RED 48-2966,KI,122,526,56,179,0,1
RED 48-2967,KI,232,821,141,373,0,0
KEN 47-3493,KI,161,554,108,269,0,0
LAKE LEOTA,KI,180,562,133,313,0,0
KENTLAKE,KI,178,647,109,290,0,3
WYNONA,KI,121,462,89,211,0,1
SEA 37-2799,KI,116,445,86,206,0,4
UNION HILL,KI,202,628,166,374,0,6
SEA 37-1620,KI,94,418,45,140,0,1
WOD 45-1225,KI,151,478,124,279,0,4
COV 47-1145,KI,183,696,133,318,0,2
EASTRIDGE,KI,277,818,197,474,0,0
SEA 37-1621,KI,83,342,68,151,0,0
SEA 46-2100,KI,131,370,113,246,0,2
HOBART,KI,197,621,174,374,0,3
SEA 36-1665,KI,168,515,187,356,0,1
SEA 36-1664,KI,114,326,103,218,0,1
MADISON,KI,84,305,73,157,0,0
ISS 05-3138,KI,167,435,120,287,0,0
AUB 47-1066,KI,114,370,95,211,0,2
BOT 01-2473,KI,170,481,82,256,0,4
FED 30-3027,KI,188,654,96,288,0,4
FED 30-3026,KI,131,399,61,195,0,3
FED 30-3025,KI,171,506,134,307,0,2
FED 30-3024,KI,125,349,94,222,0,3
FED 30-3023,KI,146,412,108,258,0,4
FED 30-3022,KI,82,216,50,132,0,0
FED 30-3021,KI,167,566,80,249,0,2
FED 30-3020,KI,123,436,99,223,0,1
BRINN,KI,259,848,248,513,0,6
NEW 41-3529,KI,151,569,96,249,0,2
SAM 41-2940,KI,73,243,62,136,0,1
SEA 37-1628,KI,124,444,90,215,0,1
FED 30-3029,KI,87,309,28,117,0,2
KIR 45-2934,KI,105,368,88,196,0,3
SEA 36-1701,KI,125,331,104,231,0,2
KEN 33-3629,KI,18,61,9,27,0,0
SEA 34-3648,KI,131,470,108,240,0,1
SEA 43-2017,KI,130,430,133,267,0,4
SEA 43-2016,KI,106,333,90,197,0,1
SEA 43-2015,KI,97,333,96,195,0,2
SEA 43-2014,KI,128,352,132,260,0,0
SEA 43-2013,KI,96,310,119,216,0,1
SHL 32-0232,KI,103,386,127,231,0,1
SEA 43-2011,KI,103,278,85,189,0,1
TUK 11-2955,KI,168,653,101,274,0,5
TUK 11-2956,KI,73,460,39,112,0,0
SEA 43-2018,KI,177,559,185,363,0,1
TWINBERRY,KI,329,656,218,547,0,0
TUK 11-2951,KI,131,601,104,236,0,1
TUK 11-2952,KI,79,294,47,126,0,0
MED 48-0750,KI,207,661,180,389,0,2
MED 48-0751,KI,198,510,133,331,0,0
MED 48-0752,KI,158,527,152,311,0,1
SEA 46-2093,KI,159,462,158,317,0,0
COVE,KI,183,545,166,350,0,1
DES 33-0437,KI,84,271,71,155,0,0
RNT 11-3660,KI,97,341,73,174,0,4
PAC 30-0885,KI,192,762,146,342,0,4
PAC 30-0887,KI,226,796,101,332,0,5
PAC 30-0886,KI,179,668,107,287,0,1
RNT 41-3438,KI,85,365,74,160,0,1
SEA 36-1308,KI,83,298,109,193,0,1
SEA 36-1309,KI,155,556,170,328,0,3
SEA 36-1306,KI,117,381,122,240,0,1
SEA 36-1307,KI,90,276,84,174,0,0
SEA 36-1304,KI,124,333,107,234,0,3
SEA 36-1305,KI,103,301,102,206,0,1
SEA 36-1303,KI,127,411,140,269,0,2
SEA 36-1300,KI,115,383,99,214,0,0
SEA 36-1301,KI,96,319,122,218,0,0
SEA 46-3677,KI,85,320,93,181,0,3
SEA 32-2224,KI,166,535,120,289,0,3
KIR 48-2788,KI,115,354,100,215,0,0
BRIARWOOD,KI,144,582,149,293,0,0
KEN 47-0880,KI,93,362,53,148,0,2
SEA 46-2377,KI,203,574,186,391,0,2
KIR 45-0554,KI,114,451,85,200,0,1
RNT 33-0455,KI,195,767,141,339,0,3
LFP 46-2439,KI,110,311,90,200,0,0
SEA 46-2371,KI,209,656,157,371,0,5
SEA 34-3263,KI,106,415,86,194,0,2
ISS 05-2461,KI,215,572,148,364,0,1
SEA 34-3265,KI,94,353,73,168,0,1
SEA 34-3264,KI,107,340,72,180,0,1
SEA 34-3266,KI,67,311,48,117,0,2
SEA 46-2373,KI,196,683,134,331,0,1
SHL 32-0648,KI,154,481,76,232,0,2
SEA 37-3694,KI,19,92,25,44,0,0
SEA 36-1273,KI,78,279,123,201,0,0
EDGEHILL,KI,22,67,21,44,0,1
BEL 48-2412,KI,101,308,66,168,0,1
AUB 47-3635,KI,173,746,119,295,0,3
FED 30-3599,KI,107,420,104,213,0,2
RNT 11-3590,KI,208,710,113,327,0,6
M-V 05-3589,KI,214,725,128,343,0,1
FED 30-3596,KI,111,332,66,178,0,1
RED 45-3315,KI,315,705,188,503,0,0
COV 47-3551,KI,108,375,73,181,0,0
AUB 30-2702,KI,118,470,37,156,0,1
AUB 30-2703,KI,47,262,16,63,0,0
SAM 41-2469,KI,151,529,137,288,0,0
SHL 32-0735,KI,79,269,62,141,0,0
BEL 41-3671,KI,107,337,56,164,0,1
SEA 36-3252,KI,107,477,101,211,0,3
SEA 37-1854,KI,113,386,74,190,0,3
SEA 43-1849,KI,75,323,85,161,0,1
SEA 37-1850,KI,170,650,171,346,0,5
SEA 37-1853,KI,70,281,49,120,0,1
MONEYSMITH,KI,212,669,177,390,0,1
SEA 43-1845,KI,152,575,124,277,0,1
SEA 43-1847,KI,117,484,108,227,0,2
SEA 43-1846,KI,80,345,77,158,0,1
SEA 43-1843,KI,130,551,121,251,0,0
SEA 43-1842,KI,147,521,132,282,0,3
M-V 05-2748,KI,217,806,127,347,0,3
BEL 41-3695,KI,107,390,75,183,0,1
SEA 43-2545,KI,168,699,206,375,0,1
KEN 33-0270,KI,58,271,28,87,0,1
CAR 05-0290,KI,133,512,142,276,0,1
SHL 32-0537,KI,117,337,95,212,0,0
RNT 11-0804,KI,207,842,130,342,0,5
BROOKSIDE,KI,175,548,170,345,0,0
AUB 47-2729,KI,111,396,69,182,0,2
CLAY,KI,130,438,105,237,0,2
FARLEY,KI,180,739,231,414,0,3
WOD 45-3192,KI,119,352,90,211,0,2
WOD 45-3193,KI,108,462,98,209,0,3
ROUNDTABLE,KI,127,602,84,212,0,1
AUB 47-2723,KI,166,346,67,234,0,1
RIDGE,KI,253,669,135,393,0,5
BUR 33-0562,KI,133,403,57,194,0,4
AUB 47-2478,KI,206,490,122,328,0,0
AUB 47-3413,KI,211,758,108,323,0,4
SHL 32-1077,KI,141,471,77,225,0,7
KEN 33-2570,KI,162,582,100,265,0,3
BEL 41-1235,KI,95,334,85,180,0,0
SHL 32-0917,KI,143,537,106,252,0,3
SHL 32-0914,KI,156,495,133,289,0,0
SEA 34-1533,KI,81,229,78,159,0,0
SEA 34-1532,KI,78,237,59,138,0,1
SEA 43-1263,KI,123,350,105,230,0,2
SEA 34-1530,KI,183,619,180,367,0,4
SEA 34-1537,KI,96,289,60,156,0,0
SEA 34-1536,KI,101,304,90,191,0,0
SEA 34-1535,KI,76,239,70,146,0,0
KIR 01-2918,KI,176,667,144,321,0,1
SEA 43-1269,KI,130,357,104,234,0,0
SEA 43-1268,KI,127,352,127,254,0,0
SEA 34-1539,KI,93,356,100,198,0,5
SEA 34-1538,KI,105,378,97,202,0,0
HUNTER,KI,210,811,175,389,0,4
SEA 43-1353,KI,132,449,124,260,0,4
GUENEVERE,KI,89,342,57,149,0,3
SEA 46-2298,KI,108,321,95,205,0,2
WEEKS,KI,204,713,183,390,0,3
THOMAS,KI,139,442,106,249,0,4
KEN 33-1055,KI,80,424,42,123,0,1
N-B 05-3611,KI,179,664,134,316,0,3
LAKE DESIRE,KI,197,605,124,323,0,2
NAILA,KI,220,798,191,416,0,5
BRIGID,KI,105,320,62,168,0,1
WOD 45-1205,KI,179,507,160,340,0,1
BOT 01-2865,KI,120,356,85,205,0,0
SHL 32-0001,KI,103,439,66,175,0,6
ROWAN,KI,103,356,90,195,0,2
KMR 46-0677,KI,144,552,130,274,0,0
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,251,799,257,509,0,1
SEA 46-2252,KI,85,261,87,172,0,0
SEA 46-2253,KI,156,521,164,322,0,2
SEA 46-2251,KI,166,555,186,352,0,0
GLENN,KI,65,255,60,126,0,1
MAURY,KI,157,413,134,292,0,1
BEL 48-0167,KI,89,271,66,158,0,3
SEA 36-2148,KI,96,359,133,229,0,0
KEN 47-3483,KI,181,606,103,285,0,1
SEA 43-2862,KI,208,736,150,360,0,2
SEA 46-2353,KI,130,488,65,199,0,4
COV 47-1153,KI,190,626,92,284,0,2
SET 33-1031,KI,240,925,155,398,0,3
SEA 46-2317,KI,128,433,138,269,0,3
SHL 32-0454,KI,94,300,78,173,0,1
SEA 43-1280,KI,179,669,154,337,0,4
LAKE YOUNGS,KI,209,669,172,390,0,9
FED 30-3034,KI,96,359,75,171,0,0
FED 30-3035,KI,87,265,41,128,0,0
ARTHUR,KI,258,863,248,510,0,4
FED 30-3037,KI,133,359,55,191,0,3
FED 30-3030,KI,108,361,63,175,0,4
FED 30-3031,KI,190,542,82,273,0,1
FED 30-3032,KI,85,267,46,131,0,0
FED 30-3033,KI,128,408,71,201,0,2
BEL 41-2484,KI,114,404,85,199,0,0
FED 30-3038,KI,66,198,48,115,0,1
FED 30-3039,KI,127,331,54,186,0,5
ISS 41-2401,KI,163,657,177,342,0,2
SHL 32-1197,KI,113,352,77,191,1,0
KEN 11-3663,KI,134,387,90,225,0,1
BINGAMAN,KI,213,565,98,313,0,2
ISS 41-2409,KI,521,1074,308,829,0,0
RENHILL,KI,119,406,83,204,0,2
BARCLAY,KI,99,295,63,162,0,0
C-H 48-0323,KI,153,440,105,258,0,0
C-H 48-0322,KI,90,252,69,159,0,0
C-H 48-0321,KI,114,356,101,216,0,1
SEA 43-2007,KI,88,256,76,164,0,0
SEA 43-2000,KI,162,550,132,294,0,0
C-H 48-0326,KI,85,268,76,161,0,0
C-H 48-0325,KI,143,446,132,276,0,1
C-H 48-0324,KI,130,434,133,265,0,2
SEA 43-2008,KI,96,257,72,169,0,1
SEA 43-2009,KI,192,487,135,329,0,2
KMR 46-0696,KI,238,728,212,455,0,5
DUV 45-0389,KI,228,817,183,414,0,3
SEA 46-1284,KI,76,278,64,140,0,0
SEA 46-1285,KI,89,303,92,182,0,1
SEA 46-1282,KI,185,656,212,399,0,2
SEA 46-1283,KI,121,391,82,204,0,1
SEA 36-1661,KI,99,277,94,193,0,0
SEA 36-1663,KI,98,275,107,205,0,0
SEA 36-1662,KI,167,450,123,291,0,1
BOT 01-2677,KI,103,344,101,204,0,0
BOT 01-2676,KI,220,825,167,391,0,4
SEA 36-1666,KI,203,572,155,360,0,2
SEA 36-1668,KI,131,443,108,244,0,5
SHL 32-0357,KI,170,501,91,264,0,3
SEA 36-1689,KI,164,484,149,313,0,0
SEA 36-1688,KI,94,273,85,179,0,0
SHL 32-0754,KI,238,629,151,389,0,0
RED 45-3547,KI,229,711,158,388,0,1
SEA 36-1683,KI,100,305,105,205,0,0
SEA 36-1682,KI,100,309,89,190,0,1
KIR 45-1019,KI,208,767,154,364,0,2
N-B 05-3296,KI,204,682,183,392,0,5
SEA 36-1686,KI,201,768,149,352,0,2
SEA 36-1685,KI,117,418,103,220,0,0
SEA 36-1684,KI,95,338,78,173,0,0
KIR 45-2760,KI,225,618,160,386,0,1
KIR 45-2761,KI,195,601,146,342,0,1
SEA 36-2795,KI,107,479,99,209,0,3
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,117,393,67,186,0,2
SEA 43-1271,KI,133,473,123,260,0,4
FED 30-2988,KI,226,629,101,332,0,5
SEA 43-1363,KI,200,725,184,386,0,2
SEA 37-1840,KI,166,616,113,281,0,2
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,85,481,33,120,0,2
FED 30-3582,KI,55,255,37,95,0,3
SHL 32-0488,KI,82,282,53,136,0,1
BEL 41-0408,KI,78,212,57,136,0,1
WOD 45-3270,KI,176,612,121,298,0,1
DEVILLE,KI,157,558,104,263,0,2
WYNOCHE,KI,146,397,111,257,0,0
HPT 48-0533,KI,117,334,87,204,0,0
BOWOOD,KI,200,625,136,339,0,3
SEA 11-1942,KI,129,526,139,271,0,3
SEA 11-1941,KI,95,431,127,224,0,2
SEA 37-1841,KI,191,813,197,396,0,8
SEA 11-1947,KI,109,453,94,204,0,1
SEA 11-1945,KI,179,703,161,341,0,1
RED 45-2492,KI,129,356,84,214,0,1
SEA 43-1851,KI,207,694,204,413,0,2
SEA 43-1856,KI,171,579,146,322,0,5
SEA 43-1857,KI,129,528,122,251,0,0
SEA 43-1855,KI,152,619,183,337,0,2
MILWAUKEE,KI,8,50,16,24,0,0
RNT 11-2475,KI,168,654,119,292,0,5
SEA 43-1859,KI,139,553,145,286,0,2
HAM LAKE,KI,148,467,117,267,0,2
BRYAN,KI,92,351,95,188,0,1
KIR 45-0610,KI,189,552,130,322,0,3
KIR 45-0616,KI,143,557,151,297,0,3
BUR 34-0381,KI,132,486,108,243,0,3
KIR 45-0618,KI,161,454,154,315,0,0
KIR 45-0619,KI,109,296,77,190,0,4
SHL 32-0241,KI,191,612,97,291,0,3
KIR 01-0870,KI,189,632,149,340,0,2
MORTON,KI,221,723,197,425,1,6
SEA 43-1858,KI,103,335,96,203,0,4
SHL 32-0866,KI,129,432,83,215,0,3
SEA 46-2285,KI,118,286,92,211,0,1
RNT 41-0995,KI,207,740,131,346,0,8
RNT 41-0994,KI,161,488,89,250,0,0
RNT 41-0993,KI,168,703,153,321,0,0
BEL 41-3225,KI,142,539,99,245,0,4
BEL 41-3226,KI,163,531,115,278,0,0
SEA 36-3689,KI,82,398,83,166,0,1
SEA 36-3686,KI,148,501,104,254,0,2
SEAN,KI,207,690,159,367,0,1
SEA 43-2069,KI,203,652,192,399,0,4
SEA 46-2283,KI,109,348,99,214,0,6
BUR 34-0560,KI,134,474,85,223,0,4
BOT 01-0257,KI,230,718,182,417,0,5
BOT 01-0256,KI,235,670,182,417,0,0
BOT 01-0255,KI,218,750,209,428,0,1
BOT 01-0254,KI,175,561,134,311,0,2
BOT 01-0253,KI,111,400,116,229,0,2
BOT 01-0252,KI,161,514,144,308,0,3
SHL 32-1158,KI,82,317,73,158,0,3
BOT 01-0259,KI,125,430,117,245,0,3
BOT 01-0258,KI,241,817,198,440,0,1
ISS 05-3691,KI,98,314,71,172,0,3
AUB 47-0041,KI,213,735,87,303,0,3
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,57,222,42,100,0,1
SEA 46-2320,KI,110,350,111,222,0,1
SEA 46-2321,KI,109,333,115,225,0,1
SEA 34-1520,KI,102,314,87,190,0,1
SEA 34-1521,KI,88,266,91,181,0,2
SEA 34-1522,KI,94,261,77,171,0,0
SEA 34-1523,KI,101,296,92,193,0,0
SEA 34-1524,KI,98,291,99,199,0,2
SEA 34-1526,KI,78,248,77,156,0,1
SEA 34-1527,KI,204,684,145,351,0,2
PORTAGE,KI,138,396,128,270,0,4
SEA 43-1278,KI,169,588,135,308,0,4
SEA 43-1279,KI,190,684,214,406,0,2
WOD 45-0676,KI,176,502,125,304,0,3
WHITE CENTER,KI,212,788,79,297,0,6
REINTREE,KI,174,565,178,353,0,1
M-I 41-0781,KI,70,216,67,140,0,3
M-I 41-0780,KI,113,389,113,226,0,0
M-I 41-0782,KI,149,503,135,285,0,1
M-I 41-0785,KI,131,380,112,243,0,0
M-I 41-0784,KI,136,411,110,246,0,0
NEW 41-3228,KI,137,470,111,254,0,6
DES 33-2672,KI,140,577,90,231,0,1
M-I 41-0789,KI,209,607,182,391,0,0
NEW 41-3227,KI,135,467,116,254,0,3
LFP 46-1143,KI,166,436,132,299,0,1
KEN 47-2836,KI,151,531,106,259,0,2
KEN 47-2834,KI,163,564,88,255,0,4
SEA 11-1550,KI,124,563,97,222,0,1
SEA 11-1552,KI,78,379,85,166,0,3
DES 33-2455,KI,124,579,49,175,0,2
SHL 32-0038,KI,172,498,71,247,0,4
SEA 43-2928,KI,165,639,171,339,0,3
DORRE DON,KI,232,793,243,477,0,2
KEN 47-2838,KI,200,650,104,307,0,3
KEN 47-3344,KI,195,473,103,298,0,0
M-I 41-0769,KI,160,544,170,333,0,3
M-I 41-0768,KI,93,307,77,170,0,0
ISS 05-3206,KI,241,758,174,419,0,4
M-I 41-0763,KI,85,303,113,200,0,2
M-I 41-0762,KI,76,256,70,148,0,2
M-I 41-0761,KI,106,335,100,208,0,2
M-I 41-0767,KI,70,260,71,141,0,0
M-I 41-0766,KI,113,322,83,197,0,1
M-I 41-0765,KI,266,645,173,441,0,2
FED 30-3574,KI,68,353,48,117,0,1
SEA 46-2099,KI,146,437,145,293,0,2
THISTLE,KI,86,334,66,152,0,0
WOLF,KI,170,690,132,308,0,6
DES 33-1071,KI,108,390,73,181,0,0
COV 47-2586,KI,152,588,91,243,0,0
COV 47-1127,KI,176,606,127,303,0,0
SEA 34-1469,KI,94,362,88,182,0,0
SEA 34-1468,KI,131,448,123,256,0,2
BROOKSHIRE,KI,112,430,95,207,0,0
FED 30-3008,KI,108,365,53,163,0,2
BEL 41-2906,KI,141,474,123,264,0,0
M-V 05-1218,KI,225,674,147,378,0,6
FED 30-3001,KI,244,622,110,357,0,3
FED 30-3000,KI,130,479,65,197,0,2
FED 30-3003,KI,164,563,104,270,0,2
FED 30-3002,KI,210,690,98,314,0,6
FED 30-3005,KI,130,298,71,201,0,0
MIRRORMONT,KI,138,446,105,243,0,0
FED 30-3007,KI,91,242,53,144,0,0
FED 30-3006,KI,142,466,63,207,0,2
KIR 45-3397,KI,83,314,46,130,0,1
RAGING RIVER,KI,139,505,125,268,0,4
N-B 05-3406,KI,81,309,52,136,0,3
CEDAR PARK,KI,77,245,39,118,0,2
SHAWNEE,KI,136,426,152,291,0,3
ILLAHEE,KI,134,328,88,222,0,0
FRAGER,KI,1,2,0,1,0,0
SEA 43-2039,KI,97,328,102,199,0,0
SEA 43-2038,KI,179,560,173,355,0,3
SEA 43-2033,KI,144,438,131,276,0,1
SEA 43-2035,KI,160,668,137,301,1,3
PORT,KI,3,17,4,7,0,0
SEA 43-2037,KI,133,551,138,274,0,3
KIR 48-2657,KI,124,385,71,202,0,7
KMR 46-0689,KI,216,550,126,347,0,5
KMR 46-0686,KI,171,478,112,283,0,0
SEA 36-1326,KI,221,693,212,436,0,3
KEN 47-0662,KI,226,659,172,399,0,1
CARRIAGE LANE,KI,175,621,137,314,0,2
AVALON,KI,104,372,86,191,0,1
SEA 36-1676,KI,77,261,89,167,0,1
SEA 36-1677,KI,121,336,97,219,0,1
WHITE RIVER,KI,168,597,168,337,0,1
SEA 36-1675,KI,98,309,110,209,0,1
SEA 36-1672,KI,88,252,76,164,0,0
SEA 36-1673,KI,238,806,291,530,0,1
SEA 36-1670,KI,173,492,157,331,0,1
SEA 43-2105,KI,162,628,198,361,0,1
SEA 43-2104,KI,138,379,122,260,0,0
BUR 33-0957,KI,98,323,41,141,0,2
SEA 43-1262,KI,153,468,152,308,0,3
SEA 36-1679,KI,128,413,144,272,0,0
KMR 46-0535,KI,177,610,146,324,0,1
SHL 32-0692,KI,172,554,125,299,0,2
SEA 36-1698,KI,97,278,70,167,0,0
SEA 36-1699,KI,75,295,81,160,0,4
ISS 05-0548,KI,218,772,176,398,0,4
SEA 36-1690,KI,71,342,102,178,0,5
SEA 36-1691,KI,71,274,85,156,0,0
SEA 36-1692,KI,120,363,134,256,0,2
BRYN MAWR,KI,113,365,88,201,0,0
BEL 48-3675,KI,76,330,65,141,0,0
BEL 48-3674,KI,114,436,71,185,0,0
SEA 36-1696,KI,157,433,128,286,0,1
SEA 36-1697,KI,94,312,91,186,0,1
BOT 01-3420,KI,127,399,74,205,0,4
DES 33-0297,KI,79,240,42,121,0,0
SEA 36-2118,KI,124,383,124,250,0,2
KEN 33-3172,KI,111,571,27,142,0,4
BEA 41-0099,KI,79,240,70,151,0,2
SEA 36-2523,KI,175,496,158,333,0,0
SEA 36-2522,KI,135,356,95,230,0,0
SEA 46-3688,KI,11,24,4,15,0,0
SEA 36-2520,KI,137,573,158,298,0,3
SEA 36-2527,KI,97,294,97,195,0,1
SEA 36-2526,KI,153,444,146,301,0,2
SEA 36-2524,KI,67,216,85,152,0,0
SEA 36-2529,KI,155,456,158,314,0,1
SEA 36-2528,KI,220,576,177,400,0,3
SEA 36-1722,KI,143,536,111,256,0,2
FED 30-2999,KI,94,392,42,137,0,1
FED 30-2994,KI,67,225,48,118,0,3
FED 30-2995,KI,62,243,58,122,0,2
FED 30-2996,KI,137,510,79,218,0,2
FED 30-2990,KI,160,589,77,239,0,2
FED 30-2991,KI,119,360,68,187,0,0
FED 30-2992,KI,104,356,68,174,0,2
FED 30-2993,KI,221,677,115,340,0,4
KIR 45-0442,KI,160,557,126,286,0,0
SHL 32-0346,KI,83,256,45,131,0,3
M-V 05-3367,KI,210,763,145,358,0,3
M-V 05-3366,KI,114,446,57,172,0,1
DES 33-0361,KI,117,386,84,201,0,0
DES 33-0360,KI,211,582,161,373,0,1
DES 33-0363,KI,92,350,61,154,0,1
DES 33-0362,KI,133,554,72,209,0,4
M-V 05-3369,KI,248,680,132,383,0,3
DES 33-0364,KI,124,441,71,196,0,1
DES 33-0367,KI,135,411,96,234,0,3
DES 33-0366,KI,209,593,133,343,0,1
SEA 43-1266,KI,100,351,113,213,0,0
SEA 37-1839,KI,189,754,205,399,0,5
SEA 37-1838,KI,208,764,197,405,0,0
KIR 01-2488,KI,257,786,216,473,0,0
SEA 37-1834,KI,107,386,79,188,0,2
SEA 37-1833,KI,171,653,163,336,0,2
SEA 37-1831,KI,109,353,112,221,0,0
SEA 43-1826,KI,184,567,167,354,0,3
SEA 43-1821,KI,90,233,54,144,0,0
KEN 47-0910,KI,185,765,119,309,0,5
BUR 33-0094,KI,130,450,98,229,0,1
SEA 46-2350,KI,127,407,88,217,0,2
AUB 47-3276,KI,158,610,86,247,0,3
NEW 41-0840,KI,160,684,173,337,0,4
KMR 46-2754,KI,107,344,104,211,0,0
BEL 41-0505,KI,109,279,88,197,0,0
BUR 34-0710,KI,103,357,68,175,0,4
RNT 41-0989,KI,144,693,123,270,0,3
STACY,KI,34,173,55,89,0,0
SEA 36-2749,KI,78,336,51,130,0,1
SEA 34-1546,KI,121,385,135,257,0,1
AUB 47-2700,KI,52,212,17,73,0,4
AUB 47-2701,KI,92,486,53,146,0,1
SEA 36-2743,KI,176,501,156,332,0,0
VALENCIA,KI,135,501,121,258,0,2
SAM 41-2937,KI,146,452,101,249,0,2
KELSEY,KI,129,439,79,209,0,1
KEN 33-0453,KI,214,815,148,364,0,2
M-V 05-3245,KI,175,636,185,367,0,7
NEW 41-2811,KI,146,381,80,228,0,2
KIR 01-0403,KI,166,537,109,275,0,0
PINE,KI,33,139,43,76,0,0
SEA 36-3345,KI,142,517,115,260,0,3
SHL 32-0559,KI,89,308,68,157,0,0
SEA 36-3341,KI,161,654,159,325,0,5
BEL 41-0180,KI,104,325,69,173,0,0
BUR 34-0402,KI,140,390,99,241,0,2
SEA 34-1515,KI,145,391,102,247,0,0
SEA 34-1514,KI,158,521,117,277,0,2
SEA 34-1517,KI,77,260,67,145,0,1
SEA 34-1516,KI,115,399,109,227,0,3
SEA 34-1511,KI,84,320,86,172,0,2
