Row Label,County,Michael J. Trickey,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
KEN 47-1102,KI,216,759,165,382,0,1
MED 48-0749,KI,131,485,153,285,0,1
SEA 32-3656,KI,155,474,131,288,0,2
SEA 34-1412,KI,79,261,87,166,0,0
FALCON,KI,145,456,140,288,0,3
SEA 36-1319,KI,150,469,133,285,0,2
SEA 36-1318,KI,283,999,249,537,0,5
SEA 36-1317,KI,186,631,181,370,0,3
SEA 36-2119,KI,85,277,91,176,0,0
KMR 46-0501,KI,170,546,132,304,0,2
TUK 11-3499,KI,62,245,43,109,0,4
CHAUTAUQUA,KI,126,416,129,259,0,4
SEA 43-2004,KI,98,356,106,206,0,2
SUNNYWOOD,KI,163,629,121,287,0,3
M-V 05-3242,KI,148,588,109,262,0,5
LAKE JOY,KI,236,845,237,478,0,5
BEL 48-2715,KI,147,471,150,298,0,1
SEA 43-2006,KI,72,298,97,169,0,0
TAHLEQUAH,KI,174,550,174,349,0,1
BEL 48-2716,KI,133,593,93,230,0,4
WEBSTER,KI,165,430,116,282,0,1
DES 33-0532,KI,93,271,55,148,0,0
SEA 43-2001,KI,239,648,191,433,0,3
SEA 43-2002,KI,206,587,184,391,0,1
KIR 01-2561,KI,198,649,137,340,0,5
SI VIEW,KI,135,433,122,259,0,2
SET 33-3073,KI,108,285,61,171,0,2
MERLOT,KI,189,527,158,349,0,2
RNT 33-1204,KI,299,851,160,461,0,2
KIR 48-3337,KI,247,809,213,463,0,3
SEA 11-3580,KI,97,401,78,175,0,0
DUV 45-3502,KI,135,398,107,243,0,1
RED 48-0939,KI,146,457,107,255,0,2
ISS 05-3651,KI,96,396,73,170,0,1
RED 48-0937,KI,67,223,57,125,0,1
RED 48-0935,KI,153,591,132,291,0,6
TAHOMA,KI,152,571,159,313,0,2
BEL 41-0460,KI,167,506,122,289,0,0
PLAINS,KI,236,742,188,430,0,6
SEA 37-1864,KI,187,622,85,273,0,1
SEA 43-1870,KI,146,466,124,273,0,3
SAM 45-2684,KI,98,304,70,169,0,1
KIR 45-0630,KI,152,518,99,259,0,8
KIR 45-0631,KI,153,585,153,308,0,2
KIR 45-0632,KI,158,475,113,273,0,2
BEL 41-3680,KI,117,413,121,239,0,1
RNT 11-3619,KI,123,472,100,225,0,2
BEL 41-3684,KI,52,240,69,122,0,1
RNT 37-3154,KI,185,770,121,311,0,5
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,119,343,101,225,0,5
NPK 33-2474,KI,141,454,175,316,0,0
KMR 46-0695,KI,162,532,135,299,0,2
HAPPY VALLEY,KI,44,141,38,82,0,0
RED 48-3147,KI,101,439,74,175,0,0
ADAIR,KI,447,928,308,756,0,1
SEA 34-1257,KI,144,510,159,304,0,1
SEA 34-1254,KI,85,346,65,150,0,0
SEA 34-1255,KI,140,414,58,202,0,4
SEA 34-1252,KI,156,660,137,295,0,2
SEA 34-1250,KI,102,335,96,199,0,1
SEA 34-1251,KI,201,538,110,312,0,1
COV 47-3365,KI,81,286,82,164,0,1
KIR 48-2915,KI,130,411,109,240,0,1
SET 33-3065,KI,110,464,33,146,0,3
SHL 32-0903,KI,105,271,63,171,0,3
BOT 01-3195,KI,156,510,92,250,0,2
RED 48-2789,KI,89,438,55,145,0,1
RNT 11-0031,KI,177,660,121,298,0,0
BUR 34-0485,KI,163,583,138,302,0,1
TUK 11-3128,KI,161,717,124,288,0,3
NEW 41-3681,KI,109,386,93,202,0,0
SET 33-3060,KI,87,373,46,134,0,1
LINCOLN,KI,82,312,85,168,0,1
RNT 41-1017,KI,110,370,73,183,0,0
RNT 41-1010,KI,112,416,106,219,0,1
RNT 41-1018,KI,247,868,214,464,0,3
SUNSET,KI,57,230,61,121,0,3
FRANKLIN,KI,33,160,30,63,0,0
BEL 41-0108,KI,127,440,101,230,0,2
KEN 47-3676,KI,41,127,23,64,0,0
BUR 33-0705,KI,141,701,107,260,0,12
RED 45-2580,KI,162,384,99,262,0,1
SEA 36-1687,KI,167,644,139,309,0,3
SEA 37-3573,KI,66,564,45,111,0,0
SHL 32-0012,KI,86,340,70,159,0,3
SEA 46-2249,KI,100,250,70,170,0,0
SEA 46-2240,KI,152,431,136,290,0,2
SEA 46-2243,KI,174,514,178,359,0,7
SEA 46-2245,KI,181,409,140,322,0,1
SEA 46-2244,KI,105,268,83,191,0,3
SEA 46-2247,KI,229,630,189,421,0,3
SEA 43-1380,KI,88,301,93,183,0,2
FED 30-3110,KI,109,351,84,194,0,1
RED 48-2968,KI,188,817,110,298,0,0
RED 48-2969,KI,137,443,113,253,0,3
RED 48-2966,KI,118,526,60,179,0,1
RED 48-2967,KI,226,821,144,373,0,3
KEN 47-3493,KI,156,554,112,269,0,1
LAKE LEOTA,KI,172,562,140,313,0,1
KENTLAKE,KI,178,647,109,290,0,3
WYNONA,KI,120,462,90,211,0,1
SEA 37-2799,KI,112,445,88,206,0,6
UNION HILL,KI,203,628,164,374,0,7
SEA 37-1620,KI,93,418,45,140,0,2
WOD 45-1225,KI,148,478,128,279,0,3
COV 47-1145,KI,181,696,135,318,0,2
EASTRIDGE,KI,269,818,205,474,0,0
SEA 37-1621,KI,83,342,68,151,0,0
SEA 46-2100,KI,132,370,113,246,0,1
HOBART,KI,194,621,177,374,0,3
SEA 36-1665,KI,165,515,190,356,0,1
SEA 36-1664,KI,113,326,104,218,0,1
MADISON,KI,81,305,76,157,0,0
ISS 05-3138,KI,162,435,125,287,0,0
AUB 47-1066,KI,114,370,96,211,0,1
BOT 01-2473,KI,170,481,81,256,0,5
FED 30-3027,KI,183,654,101,288,0,4
FED 30-3026,KI,125,399,67,195,0,3
FED 30-3025,KI,167,506,138,307,0,2
FED 30-3024,KI,128,349,92,222,0,2
FED 30-3023,KI,144,412,109,258,0,5
FED 30-3022,KI,88,216,44,132,0,0
FED 30-3021,KI,165,566,83,249,0,1
FED 30-3020,KI,126,436,96,223,0,1
BRINN,KI,258,848,250,513,0,5
NEW 41-3529,KI,149,569,98,249,0,2
SAM 41-2940,KI,69,243,65,136,0,2
SEA 37-1628,KI,123,444,90,215,0,2
FED 30-3029,KI,89,309,27,117,0,1
KIR 45-2934,KI,105,368,88,196,0,3
SEA 36-1701,KI,120,331,110,231,0,1
KEN 33-3629,KI,18,61,9,27,0,0
SEA 34-3648,KI,123,470,114,240,0,3
SEA 43-2017,KI,126,430,137,267,0,4
SEA 43-2016,KI,102,333,91,197,0,4
SEA 43-2015,KI,98,333,96,195,0,1
SEA 43-2014,KI,125,352,135,260,0,0
SEA 43-2013,KI,97,310,118,216,0,1
SHL 32-0232,KI,100,386,130,231,0,1
SEA 43-2011,KI,102,278,86,189,0,1
TUK 11-2955,KI,163,653,106,274,0,5
TUK 11-2956,KI,74,460,38,112,0,0
SEA 43-2018,KI,176,559,185,363,0,2
TWINBERRY,KI,331,656,216,547,0,0
TUK 11-2951,KI,123,601,112,236,0,1
TUK 11-2952,KI,77,294,48,126,0,1
MED 48-0750,KI,208,661,179,389,0,2
MED 48-0751,KI,193,510,137,331,0,1
MED 48-0752,KI,159,527,151,311,0,1
SEA 46-2093,KI,158,462,158,317,0,1
COVE,KI,174,545,175,350,0,1
DES 33-0437,KI,85,271,70,155,0,0
RNT 11-3660,KI,95,341,75,174,0,4
PAC 30-0885,KI,192,762,145,342,0,5
PAC 30-0887,KI,224,796,103,332,0,5
PAC 30-0886,KI,176,668,110,287,0,1
RNT 41-3438,KI,89,365,70,160,0,1
SEA 36-1308,KI,83,298,109,193,0,1
SEA 36-1309,KI,151,556,173,328,0,4
SEA 36-1306,KI,116,381,123,240,0,1
SEA 36-1307,KI,86,276,88,174,0,0
SEA 36-1304,KI,118,333,113,234,0,3
SEA 36-1305,KI,97,301,108,206,0,1
SEA 36-1303,KI,128,411,139,269,0,2
SEA 36-1300,KI,108,383,105,214,0,1
SEA 36-1301,KI,91,319,127,218,0,0
SEA 46-3677,KI,86,320,91,181,0,4
SEA 32-2224,KI,161,535,124,289,0,4
KIR 48-2788,KI,116,354,98,215,0,1
BRIARWOOD,KI,142,582,151,293,0,0
KEN 47-0880,KI,90,362,55,148,0,3
SEA 46-2377,KI,205,574,184,391,0,2
KIR 45-0554,KI,113,451,86,200,0,1
RNT 33-0455,KI,185,767,152,339,0,2
LFP 46-2439,KI,109,311,91,200,0,0
SEA 46-2371,KI,206,656,162,371,0,3
SEA 34-3263,KI,102,415,90,194,0,2
ISS 05-2461,KI,216,572,145,364,0,3
SEA 34-3265,KI,95,353,71,168,0,2
SEA 34-3264,KI,106,340,72,180,0,2
SEA 34-3266,KI,66,311,49,117,0,2
SEA 46-2373,KI,186,683,143,331,0,2
SHL 32-0648,KI,149,481,81,232,0,2
SEA 37-3694,KI,17,92,27,44,0,0
SEA 36-1273,KI,70,279,131,201,0,0
EDGEHILL,KI,20,67,23,44,0,1
BEL 48-2412,KI,100,308,67,168,0,1
AUB 47-3635,KI,171,746,121,295,0,3
FED 30-3599,KI,107,420,104,213,0,2
RNT 11-3590,KI,207,710,114,327,0,6
M-V 05-3589,KI,213,725,129,343,0,1
FED 30-3596,KI,107,332,69,178,0,2
RED 45-3315,KI,313,705,190,503,0,0
COV 47-3551,KI,106,375,72,181,0,3
AUB 30-2702,KI,116,470,38,156,0,2
AUB 30-2703,KI,45,262,18,63,0,0
SAM 41-2469,KI,147,529,140,288,0,1
SHL 32-0735,KI,82,269,59,141,0,0
BEL 41-3671,KI,106,337,57,164,0,1
SEA 36-3252,KI,107,477,101,211,0,3
SEA 37-1854,KI,112,386,74,190,0,4
SEA 43-1849,KI,72,323,88,161,0,1
SEA 37-1850,KI,171,650,167,346,0,8
SEA 37-1853,KI,67,281,53,120,0,0
MONEYSMITH,KI,210,669,179,390,0,1
SEA 43-1845,KI,152,575,124,277,0,1
SEA 43-1847,KI,115,484,110,227,0,2
SEA 43-1846,KI,78,345,79,158,0,1
SEA 43-1843,KI,130,551,121,251,0,0
SEA 43-1842,KI,144,521,135,282,0,3
M-V 05-2748,KI,216,806,127,347,0,4
BEL 41-3695,KI,107,390,74,183,0,2
SEA 43-2545,KI,168,699,205,375,0,2
KEN 33-0270,KI,55,271,28,87,0,4
CAR 05-0290,KI,128,512,147,276,0,1
SHL 32-0537,KI,114,337,98,212,0,0
RNT 11-0804,KI,202,842,135,342,0,5
BROOKSIDE,KI,169,548,175,345,0,1
AUB 47-2729,KI,110,396,69,182,0,3
CLAY,KI,127,438,108,237,0,2
FARLEY,KI,178,739,232,414,0,4
WOD 45-3192,KI,121,352,90,211,0,0
WOD 45-3193,KI,104,462,103,209,0,2
ROUNDTABLE,KI,129,602,82,212,0,1
AUB 47-2723,KI,165,346,67,234,0,2
RIDGE,KI,256,669,132,393,0,5
BUR 33-0562,KI,127,403,63,194,0,4
AUB 47-2478,KI,202,490,125,328,0,1
AUB 47-3413,KI,207,758,113,323,0,3
SHL 32-1077,KI,136,471,83,225,0,6
KEN 33-2570,KI,166,582,95,265,0,4
BEL 41-1235,KI,92,334,86,180,0,2
SHL 32-0917,KI,140,537,109,252,0,3
SHL 32-0914,KI,150,495,139,289,0,0
SEA 34-1533,KI,78,229,81,159,0,0
SEA 34-1532,KI,74,237,63,138,0,1
SEA 43-1263,KI,123,350,105,230,0,2
SEA 34-1530,KI,185,619,177,367,0,5
SEA 34-1537,KI,90,289,65,156,0,1
SEA 34-1536,KI,103,304,88,191,0,0
SEA 34-1535,KI,75,239,70,146,0,1
KIR 01-2918,KI,177,667,143,321,0,1
SEA 43-1269,KI,126,357,107,234,0,1
SEA 43-1268,KI,126,352,128,254,0,0
SEA 34-1539,KI,86,356,108,198,0,4
SEA 34-1538,KI,103,378,99,202,0,0
HUNTER,KI,218,811,168,389,0,3
SEA 43-1353,KI,137,449,120,260,0,3
GUENEVERE,KI,90,342,57,149,0,2
SEA 46-2298,KI,110,321,93,205,0,2
WEEKS,KI,205,713,182,390,0,3
THOMAS,KI,140,442,105,249,0,4
KEN 33-1055,KI,77,424,45,123,0,1
N-B 05-3611,KI,177,664,136,316,0,3
LAKE DESIRE,KI,193,605,129,323,0,1
NAILA,KI,220,798,192,416,0,4
BRIGID,KI,104,320,61,168,0,3
WOD 45-1205,KI,182,507,157,340,0,1
BOT 01-2865,KI,119,356,86,205,0,0
SHL 32-0001,KI,100,439,68,175,0,7
ROWAN,KI,95,356,98,195,0,2
KMR 46-0677,KI,144,552,130,274,0,0
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,250,799,259,509,0,0
SEA 46-2252,KI,84,261,88,172,0,0
SEA 46-2253,KI,158,521,162,322,0,2
SEA 46-2251,KI,160,555,192,352,0,0
GLENN,KI,64,255,61,126,0,1
MAURY,KI,151,413,139,292,0,2
BEL 48-0167,KI,92,271,66,158,0,0
SEA 36-2148,KI,96,359,132,229,0,1
KEN 47-3483,KI,179,606,105,285,0,1
SEA 43-2862,KI,207,736,149,360,0,4
SEA 46-2353,KI,125,488,69,199,0,5
COV 47-1153,KI,188,626,94,284,0,2
SET 33-1031,KI,237,925,158,398,0,3
SEA 46-2317,KI,128,433,137,269,0,4
SHL 32-0454,KI,92,300,80,173,0,1
SEA 43-1280,KI,176,669,159,337,0,2
LAKE YOUNGS,KI,202,669,178,390,0,10
FED 30-3034,KI,85,359,85,171,0,1
FED 30-3035,KI,86,265,42,128,0,0
ARTHUR,KI,264,863,241,510,0,5
FED 30-3037,KI,131,359,57,191,0,3
FED 30-3030,KI,105,361,65,175,0,5
FED 30-3031,KI,191,542,82,273,0,0
FED 30-3032,KI,81,267,50,131,0,0
FED 30-3033,KI,128,408,71,201,0,2
BEL 41-2484,KI,110,404,87,199,0,2
FED 30-3038,KI,67,198,48,115,0,0
FED 30-3039,KI,121,331,59,186,0,6
ISS 41-2401,KI,164,657,175,342,0,3
SHL 32-1197,KI,110,352,80,191,0,1
KEN 11-3663,KI,141,387,83,225,0,1
BINGAMAN,KI,211,565,98,313,0,4
ISS 41-2409,KI,523,1074,306,829,0,0
RENHILL,KI,118,406,83,204,0,3
BARCLAY,KI,100,295,62,162,0,0
C-H 48-0323,KI,152,440,106,258,0,0
C-H 48-0322,KI,92,252,67,159,0,0
C-H 48-0321,KI,109,356,106,216,0,1
SEA 43-2007,KI,87,256,76,164,0,1
SEA 43-2000,KI,157,550,136,294,0,1
C-H 48-0326,KI,85,268,76,161,0,0
C-H 48-0325,KI,141,446,134,276,0,1
C-H 48-0324,KI,130,434,132,265,0,3
SEA 43-2008,KI,96,257,71,169,0,2
SEA 43-2009,KI,192,487,135,329,0,2
KMR 46-0696,KI,235,728,215,455,0,5
DUV 45-0389,KI,228,817,183,414,0,3
SEA 46-1284,KI,77,278,63,140,0,0
SEA 46-1285,KI,92,303,89,182,0,1
SEA 46-1282,KI,186,656,211,399,0,2
SEA 46-1283,KI,111,391,92,204,0,1
SEA 36-1661,KI,99,277,94,193,0,0
SEA 36-1663,KI,95,275,110,205,0,0
SEA 36-1662,KI,169,450,122,291,0,0
BOT 01-2677,KI,100,344,104,204,0,0
BOT 01-2676,KI,210,825,176,391,0,5
SEA 36-1666,KI,200,572,157,360,0,3
SEA 36-1668,KI,126,443,113,244,0,5
SHL 32-0357,KI,168,501,95,264,0,1
SEA 36-1689,KI,165,484,148,313,0,0
SEA 36-1688,KI,93,273,85,179,0,1
SHL 32-0754,KI,231,629,158,389,0,0
RED 45-3547,KI,225,711,162,388,0,1
SEA 36-1683,KI,102,305,103,205,0,0
SEA 36-1682,KI,99,309,90,190,0,1
KIR 45-1019,KI,208,767,153,364,0,3
N-B 05-3296,KI,203,682,186,392,0,3
SEA 36-1686,KI,195,768,152,352,0,5
SEA 36-1685,KI,118,418,101,220,1,0
SEA 36-1684,KI,94,338,79,173,0,0
KIR 45-2760,KI,224,618,160,386,0,2
KIR 45-2761,KI,189,601,151,342,0,2
SEA 36-2795,KI,105,479,102,209,0,2
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,116,393,68,186,0,2
SEA 43-1271,KI,132,473,123,260,0,5
FED 30-2988,KI,214,629,112,332,1,5
SEA 43-1363,KI,194,725,188,386,0,4
SEA 37-1840,KI,163,616,116,281,0,2
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,80,481,38,120,0,2
FED 30-3582,KI,58,255,36,95,0,1
SHL 32-0488,KI,83,282,53,136,0,0
BEL 41-0408,KI,77,212,59,136,0,0
WOD 45-3270,KI,178,612,119,298,0,1
DEVILLE,KI,155,558,106,263,0,2
WYNOCHE,KI,145,397,110,257,0,2
HPT 48-0533,KI,113,334,91,204,0,0
BOWOOD,KI,200,625,136,339,0,3
SEA 11-1942,KI,133,526,134,271,0,4
SEA 11-1941,KI,90,431,131,224,0,3
SEA 37-1841,KI,180,813,206,396,0,10
SEA 11-1947,KI,103,453,99,204,0,2
SEA 11-1945,KI,178,703,162,341,0,1
RED 45-2492,KI,126,356,87,214,0,1
SEA 43-1851,KI,207,694,205,413,0,1
SEA 43-1856,KI,167,579,151,322,0,4
SEA 43-1857,KI,124,528,126,251,0,1
SEA 43-1855,KI,153,619,181,337,0,3
MILWAUKEE,KI,9,50,15,24,0,0
RNT 11-2475,KI,168,654,121,292,0,3
SEA 43-1859,KI,134,553,149,286,0,3
HAM LAKE,KI,147,467,118,267,0,2
BRYAN,KI,89,351,98,188,0,1
KIR 45-0610,KI,186,552,132,322,0,4
KIR 45-0616,KI,139,557,155,297,0,3
BUR 34-0381,KI,132,486,106,243,0,5
KIR 45-0618,KI,156,454,158,315,0,1
KIR 45-0619,KI,111,296,78,190,0,1
SHL 32-0241,KI,189,612,99,291,0,3
KIR 01-0870,KI,190,632,148,340,1,1
MORTON,KI,220,723,199,425,0,6
SEA 43-1858,KI,97,335,102,203,0,4
SHL 32-0866,KI,125,432,86,215,0,4
SEA 46-2285,KI,115,286,95,211,0,1
RNT 41-0995,KI,212,740,130,346,0,4
RNT 41-0994,KI,159,488,90,250,0,1
RNT 41-0993,KI,168,703,153,321,0,0
BEL 41-3225,KI,141,539,100,245,0,4
BEL 41-3226,KI,165,531,113,278,0,0
SEA 36-3689,KI,84,398,81,166,0,1
SEA 36-3686,KI,144,501,106,254,0,4
SEAN,KI,204,690,159,367,0,4
SEA 43-2069,KI,198,652,198,399,0,3
SEA 46-2283,KI,108,348,100,214,0,6
BUR 34-0560,KI,130,474,86,223,0,7
BOT 01-0257,KI,220,718,192,417,0,5
BOT 01-0256,KI,232,670,183,417,0,2
BOT 01-0255,KI,216,750,211,428,0,1
BOT 01-0254,KI,178,561,130,311,0,3
BOT 01-0253,KI,113,400,114,229,0,2
BOT 01-0252,KI,161,514,144,308,0,3
SHL 32-1158,KI,83,317,72,158,0,3
BOT 01-0259,KI,133,430,112,245,0,0
BOT 01-0258,KI,240,817,199,440,0,1
ISS 05-3691,KI,97,314,72,172,0,3
AUB 47-0041,KI,211,735,89,303,0,3
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,55,222,44,100,0,1
SEA 46-2320,KI,114,350,106,222,0,2
SEA 46-2321,KI,109,333,114,225,0,2
SEA 34-1520,KI,100,314,89,190,0,1
SEA 34-1521,KI,88,266,90,181,0,3
SEA 34-1522,KI,93,261,76,171,0,2
SEA 34-1523,KI,102,296,91,193,0,0
SEA 34-1524,KI,99,291,99,199,0,1
SEA 34-1526,KI,76,248,80,156,0,0
SEA 34-1527,KI,196,684,150,351,0,5
PORTAGE,KI,142,396,124,270,0,4
SEA 43-1278,KI,162,588,142,308,0,4
SEA 43-1279,KI,186,684,218,406,0,2
WOD 45-0676,KI,177,502,125,304,0,2
WHITE CENTER,KI,212,788,78,297,0,7
REINTREE,KI,172,565,180,353,0,1
M-I 41-0781,KI,67,216,70,140,0,3
M-I 41-0780,KI,110,389,116,226,0,0
M-I 41-0782,KI,142,503,142,285,0,1
M-I 41-0785,KI,130,380,112,243,0,1
M-I 41-0784,KI,135,411,111,246,0,0
NEW 41-3228,KI,142,470,110,254,0,2
DES 33-2672,KI,139,577,91,231,0,1
M-I 41-0789,KI,208,607,183,391,0,0
NEW 41-3227,KI,142,467,109,254,0,3
LFP 46-1143,KI,166,436,132,299,0,1
KEN 47-2836,KI,151,531,104,259,0,4
KEN 47-2834,KI,160,564,92,255,0,3
SEA 11-1550,KI,123,563,95,222,0,4
SEA 11-1552,KI,75,379,88,166,0,3
DES 33-2455,KI,125,579,48,175,0,2
SHL 32-0038,KI,168,498,75,247,0,4
SEA 43-2928,KI,160,639,177,339,0,2
DORRE DON,KI,230,793,245,477,0,2
KEN 47-2838,KI,199,650,105,307,0,3
KEN 47-3344,KI,194,473,103,298,0,1
M-I 41-0769,KI,171,544,159,333,0,3
M-I 41-0768,KI,95,307,75,170,0,0
ISS 05-3206,KI,237,758,179,419,0,3
M-I 41-0763,KI,82,303,116,200,0,2
M-I 41-0762,KI,75,256,71,148,0,2
M-I 41-0761,KI,109,335,97,208,0,2
M-I 41-0767,KI,71,260,70,141,0,0
M-I 41-0766,KI,109,322,87,197,1,0
M-I 41-0765,KI,271,645,168,441,0,2
FED 30-3574,KI,67,353,48,117,0,2
SEA 46-2099,KI,147,437,144,293,0,2
THISTLE,KI,84,334,68,152,0,0
WOLF,KI,171,690,133,308,0,4
DES 33-1071,KI,107,390,73,181,0,1
COV 47-2586,KI,146,588,96,243,0,1
COV 47-1127,KI,177,606,126,303,0,0
SEA 34-1469,KI,92,362,89,182,0,1
SEA 34-1468,KI,132,448,123,256,0,1
BROOKSHIRE,KI,111,430,95,207,0,1
FED 30-3008,KI,103,365,57,163,0,3
BEL 41-2906,KI,144,474,120,264,0,0
M-V 05-1218,KI,228,674,147,378,0,3
FED 30-3001,KI,239,622,116,357,0,2
FED 30-3000,KI,126,479,68,197,0,3
FED 30-3003,KI,156,563,109,270,0,5
FED 30-3002,KI,201,690,108,314,0,5
FED 30-3005,KI,127,298,74,201,0,0
MIRRORMONT,KI,134,446,108,243,0,1
FED 30-3007,KI,89,242,54,144,0,1
FED 30-3006,KI,137,466,68,207,0,2
KIR 45-3397,KI,83,314,46,130,0,1
RAGING RIVER,KI,135,505,127,268,0,6
N-B 05-3406,KI,81,309,53,136,0,2
CEDAR PARK,KI,76,245,39,118,0,3
SHAWNEE,KI,126,426,162,291,0,3
ILLAHEE,KI,139,328,83,222,0,0
FRAGER,KI,1,2,0,1,0,0
SEA 43-2039,KI,96,328,102,199,0,1
SEA 43-2038,KI,178,560,174,355,0,3
SEA 43-2033,KI,139,438,135,276,0,2
SEA 43-2035,KI,157,668,142,301,0,2
PORT,KI,3,17,4,7,0,0
SEA 43-2037,KI,133,551,139,274,0,2
KIR 48-2657,KI,122,385,72,202,0,8
KMR 46-0689,KI,213,550,130,347,0,4
KMR 46-0686,KI,166,478,117,283,0,0
SEA 36-1326,KI,214,693,218,436,0,4
KEN 47-0662,KI,226,659,173,399,0,0
CARRIAGE LANE,KI,176,621,136,314,0,2
AVALON,KI,102,372,89,191,0,0
SEA 36-1676,KI,76,261,91,167,0,0
SEA 36-1677,KI,120,336,97,219,0,2
WHITE RIVER,KI,167,597,170,337,0,0
SEA 36-1675,KI,97,309,112,209,0,0
SEA 36-1672,KI,88,252,76,164,0,0
SEA 36-1673,KI,241,806,287,530,0,2
SEA 36-1670,KI,173,492,157,331,0,1
SEA 43-2105,KI,168,628,191,361,0,2
SEA 43-2104,KI,137,379,121,260,0,2
BUR 33-0957,KI,94,323,45,141,0,2
SEA 43-1262,KI,161,468,145,308,0,2
SEA 36-1679,KI,127,413,145,272,0,0
KMR 46-0535,KI,175,610,148,324,0,1
SHL 32-0692,KI,168,554,129,299,0,2
SEA 36-1698,KI,94,278,72,167,0,1
SEA 36-1699,KI,72,295,82,160,0,6
ISS 05-0548,KI,210,772,185,398,0,3
SEA 36-1690,KI,71,342,101,178,0,6
SEA 36-1691,KI,72,274,84,156,0,0
SEA 36-1692,KI,121,363,134,256,0,1
BRYN MAWR,KI,108,365,93,201,0,0
BEL 48-3675,KI,73,330,68,141,0,0
BEL 48-3674,KI,112,436,72,185,0,1
SEA 36-1696,KI,154,433,132,286,0,0
SEA 36-1697,KI,89,312,94,186,0,3
BOT 01-3420,KI,125,399,78,205,0,2
DES 33-0297,KI,76,240,45,121,0,0
SEA 36-2118,KI,118,383,129,250,0,3
KEN 33-3172,KI,107,571,30,142,0,5
BEA 41-0099,KI,76,240,74,151,0,1
SEA 36-2523,KI,173,496,159,333,0,1
SEA 36-2522,KI,129,356,100,230,0,1
SEA 46-3688,KI,11,24,4,15,0,0
SEA 36-2520,KI,139,573,157,298,0,2
SEA 36-2527,KI,92,294,102,195,0,1
SEA 36-2526,KI,150,444,149,301,0,2
SEA 36-2524,KI,64,216,88,152,0,0
SEA 36-2529,KI,156,456,157,314,0,1
SEA 36-2528,KI,208,576,190,400,0,2
SEA 36-1722,KI,144,536,110,256,0,2
FED 30-2999,KI,92,392,44,137,0,1
FED 30-2994,KI,71,225,47,118,0,0
FED 30-2995,KI,65,243,55,122,0,2
FED 30-2996,KI,138,510,79,218,0,1
FED 30-2990,KI,159,589,78,239,0,2
FED 30-2991,KI,122,360,65,187,0,0
FED 30-2992,KI,99,356,72,174,0,3
FED 30-2993,KI,217,677,118,340,0,5
KIR 45-0442,KI,154,557,130,286,0,2
SHL 32-0346,KI,85,256,43,131,0,3
M-V 05-3367,KI,204,763,151,358,0,3
M-V 05-3366,KI,116,446,56,172,0,0
DES 33-0361,KI,116,386,85,201,0,0
DES 33-0360,KI,208,582,164,373,0,1
DES 33-0363,KI,90,350,63,154,0,1
DES 33-0362,KI,128,554,78,209,0,3
M-V 05-3369,KI,246,680,135,383,0,2
DES 33-0364,KI,124,441,71,196,0,1
DES 33-0367,KI,132,411,100,234,0,2
DES 33-0366,KI,202,593,139,343,0,2
SEA 43-1266,KI,103,351,110,213,0,0
SEA 37-1839,KI,177,754,214,399,0,8
SEA 37-1838,KI,203,764,201,405,0,1
KIR 01-2488,KI,250,786,222,473,0,1
SEA 37-1834,KI,101,386,84,188,0,3
SEA 37-1833,KI,171,653,162,336,0,3
SEA 37-1831,KI,107,353,114,221,0,0
SEA 43-1826,KI,181,567,169,354,0,4
SEA 43-1821,KI,83,233,60,144,0,1
KEN 47-0910,KI,176,765,127,309,0,6
BUR 33-0094,KI,130,450,98,229,0,1
SEA 46-2350,KI,125,407,89,217,0,3
AUB 47-3276,KI,158,610,84,247,0,5
NEW 41-0840,KI,162,684,171,337,0,4
KMR 46-2754,KI,108,344,103,211,0,0
BEL 41-0505,KI,110,279,86,197,0,1
BUR 34-0710,KI,98,357,74,175,0,3
RNT 41-0989,KI,145,693,120,270,0,5
STACY,KI,35,173,54,89,0,0
SEA 36-2749,KI,75,336,53,130,0,2
SEA 34-1546,KI,115,385,141,257,0,1
AUB 47-2700,KI,53,212,16,73,0,4
AUB 47-2701,KI,89,486,55,146,0,2
SEA 36-2743,KI,174,501,155,332,0,3
VALENCIA,KI,139,501,117,258,0,2
SAM 41-2937,KI,143,452,105,249,0,1
KELSEY,KI,130,439,79,209,0,0
KEN 33-0453,KI,208,815,153,364,0,3
M-V 05-3245,KI,179,636,182,367,0,6
NEW 41-2811,KI,144,381,82,228,0,2
KIR 01-0403,KI,170,537,104,275,0,1
PINE,KI,34,139,42,76,0,0
SEA 36-3345,KI,140,517,117,260,0,3
SHL 32-0559,KI,86,308,71,157,0,0
SEA 36-3341,KI,155,654,163,325,0,7
BEL 41-0180,KI,95,325,78,173,0,0
BUR 34-0402,KI,137,390,102,241,0,2
SEA 34-1515,KI,137,391,109,247,0,1
SEA 34-1514,KI,156,521,119,277,0,2
SEA 34-1517,KI,76,260,68,145,0,1
SEA 34-1516,KI,113,399,111,227,0,3
SEA 34-1511,KI,81,320,89,172,0,2
