Row Label,County,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in,Dan Satterberg
KEN 47-1102,KI,759,97,382,0,4,281
MED 48-0749,KI,485,97,285,0,4,184
SEA 32-3656,KI,474,114,288,0,7,167
SEA 34-1412,KI,261,59,166,0,3,104
FALCON,KI,456,95,288,0,6,187
SEA 36-1319,KI,469,119,285,0,13,153
SEA 36-1318,KI,999,239,537,0,19,279
SEA 36-1317,KI,631,161,370,0,8,201
SEA 36-2119,KI,277,74,176,0,6,96
KMR 46-0501,KI,546,103,304,0,5,196
TUK 11-3499,KI,245,44,109,0,6,59
CHAUTAUQUA,KI,416,127,259,0,6,126
SEA 43-2004,KI,356,105,206,0,3,98
SUNNYWOOD,KI,629,102,287,0,8,177
M-V 05-3242,KI,588,66,262,1,8,187
LAKE JOY,KI,845,179,478,0,7,292
BEL 48-2715,KI,471,91,298,0,3,204
SEA 43-2006,KI,298,86,169,0,0,83
TAHLEQUAH,KI,550,148,349,0,7,194
BEL 48-2716,KI,593,75,230,0,8,147
WEBSTER,KI,430,79,282,0,0,203
DES 33-0532,KI,271,46,148,0,0,102
SEA 43-2001,KI,648,166,433,0,12,255
SEA 43-2002,KI,587,174,391,1,8,208
KIR 01-2561,KI,649,104,340,0,8,228
SI VIEW,KI,433,63,259,0,5,191
SET 33-3073,KI,285,39,171,0,4,128
MERLOT,KI,527,101,349,0,0,248
RNT 33-1204,KI,851,122,461,0,7,332
KIR 48-3337,KI,809,123,463,0,6,334
SEA 11-3580,KI,401,73,175,0,1,101
DUV 45-3502,KI,398,68,243,0,1,174
RED 48-0939,KI,457,69,255,0,2,184
ISS 05-3651,KI,396,69,170,0,2,99
RED 48-0937,KI,223,39,125,0,2,84
RED 48-0935,KI,591,97,291,0,10,184
TAHOMA,KI,571,86,313,0,3,224
BEL 41-0460,KI,506,87,289,0,5,197
PLAINS,KI,742,88,430,0,5,337
SEA 37-1864,KI,622,98,273,0,7,168
SEA 43-1870,KI,466,141,273,0,12,120
SAM 45-2684,KI,304,44,169,0,1,124
KIR 45-0630,KI,518,78,259,0,10,171
KIR 45-0631,KI,585,120,308,0,4,184
KIR 45-0632,KI,475,84,273,0,8,181
BEL 41-3680,KI,413,98,239,0,3,138
RNT 11-3619,KI,472,83,225,0,6,136
BEL 41-3684,KI,240,56,122,0,1,65
RNT 37-3154,KI,770,102,311,0,11,198
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,343,78,225,0,3,144
NPK 33-2474,KI,454,98,316,0,4,214
KMR 46-0695,KI,532,102,299,0,10,187
HAPPY VALLEY,KI,141,31,82,0,3,48
RED 48-3147,KI,439,70,175,0,1,104
ADAIR,KI,928,159,756,0,3,594
SEA 34-1257,KI,510,126,304,0,5,173
SEA 34-1254,KI,346,47,150,0,3,100
SEA 34-1255,KI,414,60,202,0,3,139
SEA 34-1252,KI,660,129,295,0,5,161
SEA 34-1250,KI,335,82,199,0,3,114
SEA 34-1251,KI,538,90,312,0,6,216
COV 47-3365,KI,286,54,164,0,0,110
KIR 48-2915,KI,411,88,240,0,2,150
SET 33-3065,KI,464,33,146,0,5,108
SHL 32-0903,KI,271,63,171,0,6,102
BOT 01-3195,KI,510,58,250,0,5,187
RED 48-2789,KI,438,52,145,0,4,89
RNT 11-0031,KI,660,88,298,0,5,205
BUR 34-0485,KI,583,119,302,0,2,181
TUK 11-3128,KI,717,96,288,0,3,189
NEW 41-3681,KI,386,65,202,0,0,137
SET 33-3060,KI,373,38,134,0,3,93
LINCOLN,KI,312,48,168,0,0,120
RNT 41-1017,KI,370,46,183,0,3,134
RNT 41-1010,KI,416,67,219,0,1,151
RNT 41-1018,KI,868,143,464,0,6,315
SUNSET,KI,230,36,121,0,1,84
FRANKLIN,KI,160,22,63,0,0,41
BEL 41-0108,KI,440,67,230,0,3,160
KEN 47-3676,KI,127,14,64,0,0,50
BUR 33-0705,KI,701,91,260,0,12,157
RED 45-2580,KI,384,70,262,0,0,192
SEA 36-1687,KI,644,119,309,0,8,182
SEA 37-3573,KI,564,48,111,0,3,60
SHL 32-0012,KI,340,67,159,0,6,86
SEA 46-2249,KI,250,52,170,0,2,116
SEA 46-2240,KI,431,129,290,0,5,156
SEA 46-2243,KI,514,141,359,0,7,211
SEA 46-2245,KI,409,113,322,0,0,209
SEA 46-2244,KI,268,83,191,0,6,102
SEA 46-2247,KI,630,143,421,0,12,266
SEA 43-1380,KI,301,87,183,0,2,94
FED 30-3110,KI,351,55,194,0,3,136
RED 48-2968,KI,817,115,298,0,3,180
RED 48-2969,KI,443,90,253,0,2,161
RED 48-2966,KI,526,50,179,0,5,124
RED 48-2967,KI,821,126,373,0,5,242
KEN 47-3493,KI,554,76,269,0,0,193
LAKE LEOTA,KI,562,90,313,0,2,221
KENTLAKE,KI,647,77,290,0,11,202
WYNONA,KI,462,75,211,0,5,131
SEA 37-2799,KI,445,87,206,0,12,107
UNION HILL,KI,628,118,374,0,5,251
SEA 37-1620,KI,418,52,140,0,5,83
WOD 45-1225,KI,478,79,279,0,3,197
COV 47-1145,KI,696,84,318,0,6,228
EASTRIDGE,KI,818,149,474,0,3,322
SEA 37-1621,KI,342,62,151,0,4,85
SEA 46-2100,KI,370,98,246,0,2,146
HOBART,KI,621,109,374,0,9,256
SEA 36-1665,KI,515,126,356,0,6,224
SEA 36-1664,KI,326,70,218,0,1,147
MADISON,KI,305,40,157,0,1,116
ISS 05-3138,KI,435,88,287,0,0,199
AUB 47-1066,KI,370,68,211,0,2,141
BOT 01-2473,KI,481,67,256,0,8,181
FED 30-3027,KI,654,78,288,0,8,202
FED 30-3026,KI,399,55,195,0,2,138
FED 30-3025,KI,506,86,307,0,0,221
FED 30-3024,KI,349,53,222,0,4,165
FED 30-3023,KI,412,79,258,0,9,170
FED 30-3022,KI,216,38,132,0,0,94
FED 30-3021,KI,566,67,249,0,3,179
FED 30-3020,KI,436,67,223,0,3,153
BRINN,KI,848,142,513,0,6,365
NEW 41-3529,KI,569,82,249,0,0,167
SAM 41-2940,KI,243,49,136,0,2,85
SEA 37-1628,KI,444,96,215,0,5,114
FED 30-3029,KI,309,28,117,0,3,86
KIR 45-2934,KI,368,70,196,0,2,124
SEA 36-1701,KI,331,86,231,0,6,139
KEN 33-3629,KI,61,7,27,0,0,20
SEA 34-3648,KI,470,110,240,0,11,119
SEA 43-2017,KI,430,127,267,0,6,134
SEA 43-2016,KI,333,97,197,0,7,93
SEA 43-2015,KI,333,75,195,0,2,118
SEA 43-2014,KI,352,113,260,0,5,142
SEA 43-2013,KI,310,109,216,0,2,105
SHL 32-0232,KI,386,111,231,0,3,117
SEA 43-2011,KI,278,59,189,0,1,129
TUK 11-2955,KI,653,93,274,0,9,172
TUK 11-2956,KI,460,41,112,0,3,68
SEA 43-2018,KI,559,180,363,0,9,174
TWINBERRY,KI,656,149,547,0,1,397
TUK 11-2951,KI,601,90,236,0,3,143
TUK 11-2952,KI,294,42,126,0,2,82
MED 48-0750,KI,661,101,389,0,2,286
MED 48-0751,KI,510,77,331,0,1,253
MED 48-0752,KI,527,83,311,0,3,225
SEA 46-2093,KI,462,151,317,0,4,162
COVE,KI,545,163,350,0,11,176
DES 33-0437,KI,271,32,155,0,3,120
RNT 11-3660,KI,341,53,174,0,5,116
PAC 30-0885,KI,762,86,342,0,3,253
PAC 30-0887,KI,796,78,332,0,9,245
PAC 30-0886,KI,668,61,287,0,5,221
RNT 41-3438,KI,365,47,160,0,5,108
SEA 36-1308,KI,298,108,193,0,4,81
SEA 36-1309,KI,556,164,328,0,9,155
SEA 36-1306,KI,381,125,240,0,5,110
SEA 36-1307,KI,276,74,174,1,1,98
SEA 36-1304,KI,333,102,234,0,8,124
SEA 36-1305,KI,301,93,206,0,4,109
SEA 36-1303,KI,411,134,269,0,7,128
SEA 36-1300,KI,383,93,214,0,2,119
SEA 36-1301,KI,319,110,218,0,6,102
SEA 46-3677,KI,320,73,181,0,5,103
SEA 32-2224,KI,535,118,289,0,14,157
KIR 48-2788,KI,354,63,215,0,2,150
BRIARWOOD,KI,582,87,293,0,5,201
KEN 47-0880,KI,362,47,148,0,5,96
SEA 46-2377,KI,574,153,391,0,3,235
KIR 45-0554,KI,451,55,200,0,11,134
RNT 33-0455,KI,767,94,339,0,7,238
LFP 46-2439,KI,311,84,200,0,2,114
SEA 46-2371,KI,656,137,371,0,9,225
SEA 34-3263,KI,415,74,194,0,5,115
ISS 05-2461,KI,572,110,364,0,3,251
SEA 34-3265,KI,353,62,168,0,4,102
SEA 34-3264,KI,340,74,180,0,8,98
SEA 34-3266,KI,311,39,117,0,5,73
SEA 46-2373,KI,683,133,331,0,10,188
SHL 32-0648,KI,481,69,232,0,10,153
SEA 37-3694,KI,92,28,44,0,3,13
SEA 36-1273,KI,279,112,201,0,4,85
EDGEHILL,KI,67,17,44,0,0,27
BEL 48-2412,KI,308,51,168,0,3,114
AUB 47-3635,KI,746,84,295,0,5,206
FED 30-3599,KI,420,62,213,0,2,149
RNT 11-3590,KI,710,87,327,0,11,229
M-V 05-3589,KI,725,80,343,0,6,257
FED 30-3596,KI,332,46,178,0,4,128
RED 45-3315,KI,705,125,503,0,0,378
COV 47-3551,KI,375,41,181,0,4,136
AUB 30-2702,KI,470,28,156,0,4,124
AUB 30-2703,KI,262,11,63,0,1,51
SAM 41-2469,KI,529,100,288,0,4,184
SHL 32-0735,KI,269,53,141,0,5,83
BEL 41-3671,KI,337,47,164,0,1,116
SEA 36-3252,KI,477,85,211,0,6,120
SEA 37-1854,KI,386,84,190,0,4,102
SEA 43-1849,KI,323,92,161,0,4,65
SEA 37-1850,KI,650,168,346,0,16,162
SEA 37-1853,KI,281,57,120,0,3,60
MONEYSMITH,KI,669,113,390,0,2,275
SEA 43-1845,KI,575,132,277,0,12,133
SEA 43-1847,KI,484,111,227,0,9,107
SEA 43-1846,KI,345,81,158,0,10,67
SEA 43-1843,KI,551,127,251,0,6,118
SEA 43-1842,KI,521,145,282,0,6,131
M-V 05-2748,KI,806,102,347,0,5,240
BEL 41-3695,KI,390,51,183,0,3,129
SEA 43-2545,KI,699,197,375,0,18,160
KEN 33-0270,KI,271,23,87,0,4,60
CAR 05-0290,KI,512,110,276,0,8,158
SHL 32-0537,KI,337,75,212,0,1,136
RNT 11-0804,KI,842,114,342,0,4,224
BROOKSIDE,KI,548,100,345,0,2,243
AUB 47-2729,KI,396,55,182,0,4,123
CLAY,KI,438,65,237,0,9,163
FARLEY,KI,739,135,414,0,5,274
WOD 45-3192,KI,352,61,211,0,0,150
WOD 45-3193,KI,462,56,209,0,7,146
ROUNDTABLE,KI,602,64,212,0,1,147
AUB 47-2723,KI,346,52,234,0,8,174
RIDGE,KI,669,109,393,0,5,279
BUR 33-0562,KI,403,56,194,0,7,131
AUB 47-2478,KI,490,84,328,0,3,241
AUB 47-3413,KI,758,77,323,0,8,238
SHL 32-1077,KI,471,67,225,0,7,151
KEN 33-2570,KI,582,71,265,0,10,184
BEL 41-1235,KI,334,55,180,0,4,121
SHL 32-0917,KI,537,95,252,0,5,152
SHL 32-0914,KI,495,96,289,0,3,190
SEA 34-1533,KI,229,69,159,0,1,89
SEA 34-1532,KI,237,45,138,0,2,91
SEA 43-1263,KI,350,100,230,0,6,124
SEA 34-1530,KI,619,137,367,0,6,224
SEA 34-1537,KI,289,59,156,0,5,92
SEA 34-1536,KI,304,82,191,0,2,107
SEA 34-1535,KI,239,58,146,0,2,86
KIR 01-2918,KI,667,100,321,0,7,214
SEA 43-1269,KI,357,96,234,0,3,135
SEA 43-1268,KI,352,118,254,0,9,127
SEA 34-1539,KI,356,83,198,0,6,109
SEA 34-1538,KI,378,85,202,0,3,114
HUNTER,KI,811,113,389,0,4,272
SEA 43-1353,KI,449,123,260,0,8,129
GUENEVERE,KI,342,50,149,0,3,96
SEA 46-2298,KI,321,95,205,0,4,106
WEEKS,KI,713,102,390,0,8,280
THOMAS,KI,442,68,249,0,4,177
KEN 33-1055,KI,424,40,123,0,5,78
N-B 05-3611,KI,664,96,316,0,2,218
LAKE DESIRE,KI,605,96,323,0,4,223
NAILA,KI,798,137,416,0,8,271
BRIGID,KI,320,38,168,0,3,127
WOD 45-1205,KI,507,99,340,0,2,239
BOT 01-2865,KI,356,62,205,0,3,140
SHL 32-0001,KI,439,62,175,0,10,103
ROWAN,KI,356,82,195,0,6,107
KMR 46-0677,KI,552,94,274,0,9,171
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,799,239,509,0,10,260
SEA 46-2252,KI,261,75,172,0,5,92
SEA 46-2253,KI,521,142,322,0,5,175
SEA 46-2251,KI,555,153,352,0,5,194
GLENN,KI,255,31,126,0,3,92
MAURY,KI,413,112,292,0,5,175
BEL 48-0167,KI,271,47,158,0,1,110
SEA 36-2148,KI,359,116,229,0,4,109
KEN 47-3483,KI,606,82,285,0,0,203
SEA 43-2862,KI,736,139,360,0,14,207
SEA 46-2353,KI,488,75,199,0,8,116
COV 47-1153,KI,626,67,284,0,8,209
SET 33-1031,KI,925,107,398,0,9,282
SEA 46-2317,KI,433,115,269,0,7,147
SHL 32-0454,KI,300,60,173,0,8,105
SEA 43-1280,KI,669,166,337,0,8,163
LAKE YOUNGS,KI,669,102,390,0,7,281
FED 30-3034,KI,359,51,171,0,0,120
FED 30-3035,KI,265,34,128,0,4,90
ARTHUR,KI,863,120,510,0,12,378
FED 30-3037,KI,359,40,191,0,1,150
FED 30-3030,KI,361,40,175,0,6,129
FED 30-3031,KI,542,62,273,0,5,206
FED 30-3032,KI,267,43,131,0,4,84
FED 30-3033,KI,408,52,201,0,1,148
BEL 41-2484,KI,404,66,199,0,3,130
FED 30-3038,KI,198,28,115,0,4,83
FED 30-3039,KI,331,43,186,0,0,143
ISS 41-2401,KI,657,101,342,0,1,240
SHL 32-1197,KI,352,64,191,0,6,121
KEN 11-3663,KI,387,64,225,0,0,161
BINGAMAN,KI,565,64,313,0,5,244
ISS 41-2409,KI,1074,211,829,0,3,615
RENHILL,KI,406,58,204,0,2,144
BARCLAY,KI,295,45,162,0,1,116
C-H 48-0323,KI,440,56,258,0,4,198
C-H 48-0322,KI,252,34,159,0,0,125
C-H 48-0321,KI,356,46,216,0,1,169
SEA 43-2007,KI,256,66,164,0,5,93
SEA 43-2000,KI,550,128,294,0,9,157
C-H 48-0326,KI,268,49,161,0,1,111
C-H 48-0325,KI,446,62,276,0,3,211
C-H 48-0324,KI,434,80,265,0,2,183
SEA 43-2008,KI,257,53,169,0,6,110
SEA 43-2009,KI,487,133,329,0,6,190
KMR 46-0696,KI,728,166,455,0,7,282
DUV 45-0389,KI,817,140,414,0,8,266
SEA 46-1284,KI,278,68,140,0,2,70
SEA 46-1285,KI,303,84,182,0,2,96
SEA 46-1282,KI,656,187,399,0,7,205
SEA 46-1283,KI,391,89,204,0,4,111
SEA 36-1661,KI,277,62,193,0,2,129
SEA 36-1663,KI,275,65,205,0,3,137
SEA 36-1662,KI,450,77,291,0,3,211
BOT 01-2677,KI,344,71,204,0,1,132
BOT 01-2676,KI,825,125,391,0,8,258
SEA 36-1666,KI,572,113,360,0,6,241
SEA 36-1668,KI,443,86,244,0,8,150
SHL 32-0357,KI,501,86,264,0,5,173
SEA 36-1689,KI,484,120,313,0,5,188
SEA 36-1688,KI,273,61,179,0,1,117
SHL 32-0754,KI,629,127,389,0,5,257
RED 45-3547,KI,711,132,388,0,1,255
SEA 36-1683,KI,305,71,205,0,2,132
SEA 36-1682,KI,309,64,190,0,4,122
KIR 45-1019,KI,767,105,364,0,9,250
N-B 05-3296,KI,682,116,392,0,5,271
SEA 36-1686,KI,768,149,352,0,12,191
SEA 36-1685,KI,418,107,220,0,8,105
SEA 36-1684,KI,338,55,173,0,5,113
KIR 45-2760,KI,618,112,386,0,4,270
KIR 45-2761,KI,601,113,342,0,7,222
SEA 36-2795,KI,479,114,209,0,6,89
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,393,59,186,0,3,124
SEA 43-1271,KI,473,107,260,0,16,137
FED 30-2988,KI,629,93,332,0,9,230
SEA 43-1363,KI,725,172,386,0,18,196
SEA 37-1840,KI,616,124,281,0,9,148
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,481,44,120,0,4,72
FED 30-3582,KI,255,33,95,0,3,59
SHL 32-0488,KI,282,50,136,0,2,84
BEL 41-0408,KI,212,36,136,0,1,99
WOD 45-3270,KI,612,90,298,0,4,204
DEVILLE,KI,558,81,263,0,4,178
WYNOCHE,KI,397,62,257,0,0,195
HPT 48-0533,KI,334,49,204,0,0,155
BOWOOD,KI,625,97,339,0,2,240
SEA 11-1942,KI,526,125,271,0,7,139
SEA 11-1941,KI,431,114,224,0,6,104
SEA 37-1841,KI,813,203,396,0,14,179
SEA 11-1947,KI,453,94,204,0,5,105
SEA 11-1945,KI,703,159,341,0,6,176
RED 45-2492,KI,356,61,214,0,6,147
SEA 43-1851,KI,694,219,413,0,16,178
SEA 43-1856,KI,579,158,322,0,15,149
SEA 43-1857,KI,528,123,251,0,9,119
SEA 43-1855,KI,619,183,337,0,9,145
MILWAUKEE,KI,50,14,24,0,0,10
RNT 11-2475,KI,654,89,292,0,7,196
SEA 43-1859,KI,553,150,286,0,9,127
HAM LAKE,KI,467,63,267,0,5,199
BRYAN,KI,351,61,188,0,3,124
KIR 45-0610,KI,552,92,322,0,6,224
KIR 45-0616,KI,557,110,297,0,7,180
BUR 34-0381,KI,486,80,243,0,4,159
KIR 45-0618,KI,454,93,315,0,1,221
KIR 45-0619,KI,296,57,190,0,4,129
SHL 32-0241,KI,612,85,291,0,9,197
KIR 01-0870,KI,632,99,340,0,4,237
MORTON,KI,723,111,425,0,6,308
SEA 43-1858,KI,335,106,203,0,13,84
SHL 32-0866,KI,432,73,215,0,9,133
SEA 46-2285,KI,286,87,211,0,4,120
RNT 41-0995,KI,740,89,346,1,5,251
RNT 41-0994,KI,488,76,250,0,4,170
RNT 41-0993,KI,703,119,321,0,9,193
BEL 41-3225,KI,539,82,245,0,4,159
BEL 41-3226,KI,531,77,278,0,5,196
SEA 36-3689,KI,398,75,166,0,3,88
SEA 36-3686,KI,501,90,254,0,6,158
SEAN,KI,690,126,367,0,7,234
SEA 43-2069,KI,652,162,399,0,11,226
SEA 46-2283,KI,348,92,214,0,10,112
BUR 34-0560,KI,474,69,223,0,10,144
BOT 01-0257,KI,718,120,417,0,3,294
BOT 01-0256,KI,670,117,417,0,8,292
BOT 01-0255,KI,750,140,428,0,6,282
BOT 01-0254,KI,561,111,311,0,8,192
BOT 01-0253,KI,400,85,229,0,4,140
BOT 01-0252,KI,514,103,308,0,3,202
SHL 32-1158,KI,317,64,158,0,11,83
BOT 01-0259,KI,430,90,245,0,6,149
BOT 01-0258,KI,817,149,440,0,7,284
ISS 05-3691,KI,314,51,172,0,4,117
AUB 47-0041,KI,735,64,303,0,6,233
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,222,33,100,0,0,67
SEA 46-2320,KI,350,76,222,0,5,141
SEA 46-2321,KI,333,111,225,0,7,107
SEA 34-1520,KI,314,81,190,0,2,107
SEA 34-1521,KI,266,70,181,0,2,109
SEA 34-1522,KI,261,56,171,0,2,113
SEA 34-1523,KI,296,69,193,0,3,121
SEA 34-1524,KI,291,87,199,0,2,110
SEA 34-1526,KI,248,69,156,0,3,84
SEA 34-1527,KI,684,135,351,0,6,210
PORTAGE,KI,396,105,270,0,8,157
SEA 43-1278,KI,588,140,308,0,11,157
SEA 43-1279,KI,684,207,406,0,9,190
WOD 45-0676,KI,502,74,304,0,6,224
WHITE CENTER,KI,788,78,297,0,11,208
REINTREE,KI,565,122,353,0,2,229
M-I 41-0781,KI,216,48,140,0,1,91
M-I 41-0780,KI,389,76,226,0,1,149
M-I 41-0782,KI,503,86,285,0,1,198
M-I 41-0785,KI,380,75,243,0,1,167
M-I 41-0784,KI,411,78,246,0,3,165
NEW 41-3228,KI,470,84,254,0,1,169
DES 33-2672,KI,577,79,231,0,5,147
M-I 41-0789,KI,607,110,391,0,4,277
NEW 41-3227,KI,467,70,254,0,3,181
LFP 46-1143,KI,436,107,299,0,3,189
KEN 47-2836,KI,531,74,259,0,9,176
KEN 47-2834,KI,564,60,255,0,4,191
SEA 11-1550,KI,563,97,222,0,8,117
SEA 11-1552,KI,379,85,166,0,10,71
DES 33-2455,KI,579,47,175,0,5,123
SHL 32-0038,KI,498,82,247,0,6,159
SEA 43-2928,KI,639,192,339,0,7,140
DORRE DON,KI,793,124,477,0,8,345
KEN 47-2838,KI,650,70,307,0,4,233
KEN 47-3344,KI,473,66,298,0,1,231
M-I 41-0769,KI,544,105,333,0,3,225
M-I 41-0768,KI,307,64,170,0,0,106
ISS 05-3206,KI,758,156,419,0,3,260
M-I 41-0763,KI,303,75,200,0,0,125
M-I 41-0762,KI,256,49,148,0,1,98
M-I 41-0761,KI,335,61,208,0,1,146
M-I 41-0767,KI,260,45,141,0,3,93
M-I 41-0766,KI,322,66,197,1,0,130
M-I 41-0765,KI,645,91,441,0,2,348
FED 30-3574,KI,353,26,117,0,1,90
SEA 46-2099,KI,437,127,293,0,10,156
THISTLE,KI,334,39,152,0,0,113
WOLF,KI,690,104,308,0,9,195
DES 33-1071,KI,390,49,181,0,3,129
COV 47-2586,KI,588,61,243,0,3,179
COV 47-1127,KI,606,86,303,0,5,212
SEA 34-1469,KI,362,74,182,0,2,106
SEA 34-1468,KI,448,110,256,0,8,138
BROOKSHIRE,KI,430,69,207,0,1,137
FED 30-3008,KI,365,52,163,0,5,106
BEL 41-2906,KI,474,83,264,0,5,176
M-V 05-1218,KI,674,93,378,0,4,281
FED 30-3001,KI,622,85,357,0,5,267
FED 30-3000,KI,479,43,197,0,6,148
FED 30-3003,KI,563,67,270,0,3,200
FED 30-3002,KI,690,89,314,0,8,217
FED 30-3005,KI,298,55,201,0,4,142
MIRRORMONT,KI,446,67,243,0,1,175
FED 30-3007,KI,242,28,144,0,2,114
FED 30-3006,KI,466,57,207,0,2,148
KIR 45-3397,KI,314,35,130,0,2,93
RAGING RIVER,KI,505,88,268,0,8,172
N-B 05-3406,KI,309,45,136,0,4,87
CEDAR PARK,KI,245,33,118,0,4,81
SHAWNEE,KI,426,127,291,0,12,152
ILLAHEE,KI,328,52,222,0,4,166
FRAGER,KI,2,0,1,0,0,1
SEA 43-2039,KI,328,101,199,0,1,97
SEA 43-2038,KI,560,157,355,0,9,189
SEA 43-2033,KI,438,112,276,0,5,159
SEA 43-2035,KI,668,136,301,0,8,157
PORT,KI,17,2,7,0,0,5
SEA 43-2037,KI,551,127,274,1,12,134
KIR 48-2657,KI,385,60,202,0,6,136
KMR 46-0689,KI,550,103,347,0,9,235
KMR 46-0686,KI,478,94,283,0,1,188
SEA 36-1326,KI,693,198,436,0,14,224
KEN 47-0662,KI,659,92,399,0,7,300
CARRIAGE LANE,KI,621,89,314,0,4,221
AVALON,KI,372,52,191,0,3,136
SEA 36-1676,KI,261,59,167,0,3,105
SEA 36-1677,KI,336,54,219,0,8,157
WHITE RIVER,KI,597,109,337,0,1,227
SEA 36-1675,KI,309,63,209,0,4,142
SEA 36-1672,KI,252,62,164,0,0,102
SEA 36-1673,KI,806,205,530,0,12,313
SEA 36-1670,KI,492,117,331,0,4,210
SEA 43-2105,KI,628,164,361,0,9,188
SEA 43-2104,KI,379,107,260,0,6,147
BUR 33-0957,KI,323,35,141,0,5,101
SEA 43-1262,KI,468,143,308,0,5,160
SEA 36-1679,KI,413,113,272,0,6,153
KMR 46-0535,KI,610,120,324,0,0,204
SHL 32-0692,KI,554,111,299,0,7,181
SEA 36-1698,KI,278,69,167,0,0,98
SEA 36-1699,KI,295,75,160,0,8,77
ISS 05-0548,KI,772,151,398,0,2,245
SEA 36-1690,KI,342,72,178,0,7,99
SEA 36-1691,KI,274,63,156,0,6,87
SEA 36-1692,KI,363,101,256,0,6,149
BRYN MAWR,KI,365,60,201,0,3,138
BEL 48-3675,KI,330,50,141,0,1,90
BEL 48-3674,KI,436,62,185,0,6,117
SEA 36-1696,KI,433,101,286,0,2,183
SEA 36-1697,KI,312,72,186,0,5,109
BOT 01-3420,KI,399,48,205,0,3,154
DES 33-0297,KI,240,38,121,0,3,80
SEA 36-2118,KI,383,115,250,0,6,129
KEN 33-3172,KI,571,35,142,0,7,100
BEA 41-0099,KI,240,38,151,0,0,113
SEA 36-2523,KI,496,106,333,0,3,224
SEA 36-2522,KI,356,71,230,0,2,157
SEA 46-3688,KI,24,3,15,0,0,12
SEA 36-2520,KI,573,140,298,0,6,152
SEA 36-2527,KI,294,75,195,0,5,115
SEA 36-2526,KI,444,126,301,0,7,168
SEA 36-2524,KI,216,68,152,0,1,83
SEA 36-2529,KI,456,122,314,0,0,192
SEA 36-2528,KI,576,131,400,0,6,263
SEA 36-1722,KI,536,107,256,0,6,143
FED 30-2999,KI,392,29,137,0,8,100
FED 30-2994,KI,225,20,118,0,1,97
FED 30-2995,KI,243,33,122,0,4,85
FED 30-2996,KI,510,69,218,0,7,142
FED 30-2990,KI,589,60,239,0,10,169
FED 30-2991,KI,360,51,187,0,2,134
FED 30-2992,KI,356,58,174,0,4,112
FED 30-2993,KI,677,74,340,0,10,256
KIR 45-0442,KI,557,90,286,0,4,192
SHL 32-0346,KI,256,38,131,0,6,87
M-V 05-3367,KI,763,88,358,0,4,266
M-V 05-3366,KI,446,39,172,0,4,129
DES 33-0361,KI,386,58,201,0,4,139
DES 33-0360,KI,582,107,373,0,2,264
DES 33-0363,KI,350,52,154,0,5,97
DES 33-0362,KI,554,59,209,0,8,142
M-V 05-3369,KI,680,61,383,0,6,316
DES 33-0364,KI,441,44,196,0,5,147
DES 33-0367,KI,411,76,234,0,10,148
DES 33-0366,KI,593,111,343,0,4,228
SEA 43-1266,KI,351,93,213,0,4,116
SEA 37-1839,KI,754,200,399,0,19,180
SEA 37-1838,KI,764,186,405,0,13,206
KIR 01-2488,KI,786,149,473,0,4,320
SEA 37-1834,KI,386,84,188,0,11,93
SEA 37-1833,KI,653,163,336,0,19,154
SEA 37-1831,KI,353,108,221,0,8,105
SEA 43-1826,KI,567,162,354,0,14,178
SEA 43-1821,KI,233,30,144,0,2,112
KEN 47-0910,KI,765,84,309,0,10,215
BUR 33-0094,KI,450,78,229,0,0,151
SEA 46-2350,KI,407,79,217,0,7,131
AUB 47-3276,KI,610,64,247,0,3,180
NEW 41-0840,KI,684,96,337,0,3,238
KMR 46-2754,KI,344,74,211,0,0,137
BEL 41-0505,KI,279,60,197,0,1,136
BUR 34-0710,KI,357,64,175,0,3,108
RNT 41-0989,KI,693,84,270,0,4,182
STACY,KI,173,27,89,0,0,62
SEA 36-2749,KI,336,47,130,0,7,76
SEA 34-1546,KI,385,105,257,0,3,149
AUB 47-2700,KI,212,15,73,0,6,52
AUB 47-2701,KI,486,35,146,0,3,108
SEA 36-2743,KI,501,121,332,0,9,202
VALENCIA,KI,501,89,258,0,2,167
SAM 41-2937,KI,452,79,249,0,6,164
KELSEY,KI,439,76,209,0,8,125
KEN 33-0453,KI,815,118,364,0,7,239
M-V 05-3245,KI,636,101,367,0,11,255
NEW 41-2811,KI,381,61,228,0,2,165
KIR 01-0403,KI,537,90,275,0,2,183
PINE,KI,139,26,76,0,0,50
SEA 36-3345,KI,517,110,260,0,7,143
SHL 32-0559,KI,308,56,157,0,1,100
SEA 36-3341,KI,654,139,325,0,10,176
BEL 41-0180,KI,325,65,173,0,1,107
BUR 34-0402,KI,390,73,241,0,2,166
SEA 34-1515,KI,391,101,247,0,9,137
SEA 34-1514,KI,521,113,277,0,7,157
SEA 34-1517,KI,260,59,145,0,3,83
SEA 34-1516,KI,399,104,227,0,5,118
SEA 34-1511,KI,320,79,172,0,4,89
