Row Label,County,Mary E. Fairhurst,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
KEN 47-1102,KI,212,759,168,382,0,2
MED 48-0749,KI,141,485,142,285,0,2
SEA 32-3656,KI,166,474,120,288,0,2
SEA 34-1412,KI,79,261,85,166,0,2
FALCON,KI,145,456,140,288,0,3
SEA 36-1319,KI,166,469,118,285,0,1
SEA 36-1318,KI,300,999,230,537,0,7
SEA 36-1317,KI,199,631,168,370,0,3
SEA 36-2119,KI,90,277,86,176,0,0
KMR 46-0501,KI,174,546,128,304,0,2
TUK 11-3499,KI,67,245,39,109,0,3
CHAUTAUQUA,KI,133,416,123,259,0,3
SEA 43-2004,KI,110,356,94,206,0,2
SUNNYWOOD,KI,163,629,123,287,0,1
M-V 05-3242,KI,147,588,113,262,0,2
LAKE JOY,KI,246,845,225,478,0,7
BEL 48-2715,KI,163,471,134,298,0,1
SEA 43-2006,KI,76,298,93,169,0,0
TAHLEQUAH,KI,184,550,162,349,0,3
BEL 48-2716,KI,136,593,93,230,0,1
WEBSTER,KI,172,430,109,282,0,1
DES 33-0532,KI,92,271,56,148,0,0
SEA 43-2001,KI,264,648,167,433,0,2
SEA 43-2002,KI,226,587,164,391,0,1
KIR 01-2561,KI,202,649,136,340,0,2
SI VIEW,KI,144,433,113,259,0,2
SET 33-3073,KI,111,285,58,171,0,2
MERLOT,KI,194,527,155,349,0,0
RNT 33-1204,KI,301,851,157,461,0,3
KIR 48-3337,KI,263,809,198,463,0,2
SEA 11-3580,KI,107,401,68,175,0,0
DUV 45-3502,KI,139,398,103,243,0,1
RED 48-0939,KI,146,457,107,255,0,2
ISS 05-3651,KI,101,396,69,170,0,0
RED 48-0937,KI,69,223,55,125,0,1
RED 48-0935,KI,169,591,116,291,0,6
TAHOMA,KI,155,571,155,313,0,3
BEL 41-0460,KI,180,506,107,289,0,2
PLAINS,KI,245,742,180,430,0,5
SEA 37-1864,KI,177,622,95,273,0,1
SEA 43-1870,KI,155,466,116,273,0,2
SAM 45-2684,KI,101,304,67,169,0,1
KIR 45-0630,KI,159,518,94,259,0,6
KIR 45-0631,KI,162,585,143,308,0,3
KIR 45-0632,KI,160,475,111,273,0,2
BEL 41-3680,KI,123,413,115,239,0,1
RNT 11-3619,KI,130,472,94,225,0,1
BEL 41-3684,KI,60,240,61,122,0,1
RNT 37-3154,KI,181,770,129,311,0,1
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,126,343,94,225,0,5
NPK 33-2474,KI,144,454,172,316,0,0
KMR 46-0695,KI,167,532,131,299,0,1
HAPPY VALLEY,KI,49,141,33,82,0,0
RED 48-3147,KI,109,439,66,175,0,0
ADAIR,KI,470,928,285,756,0,1
SEA 34-1257,KI,149,510,154,304,0,1
SEA 34-1254,KI,92,346,57,150,0,1
SEA 34-1255,KI,142,414,57,202,0,3
SEA 34-1252,KI,157,660,134,295,0,4
SEA 34-1250,KI,106,335,92,199,0,1
SEA 34-1251,KI,205,538,105,312,0,2
COV 47-3365,KI,86,286,77,164,0,1
KIR 48-2915,KI,134,411,104,240,0,2
SET 33-3065,KI,108,464,37,146,0,1
SHL 32-0903,KI,110,271,59,171,0,2
BOT 01-3195,KI,170,510,79,250,0,1
RED 48-2789,KI,87,438,58,145,0,0
RNT 11-0031,KI,177,660,119,298,0,2
BUR 34-0485,KI,173,583,129,302,0,0
TUK 11-3128,KI,169,717,115,288,0,4
NEW 41-3681,KI,111,386,90,202,0,1
SET 33-3060,KI,86,373,47,134,0,1
LINCOLN,KI,82,312,83,168,0,3
RNT 41-1017,KI,105,370,76,183,0,2
RNT 41-1010,KI,121,416,97,219,0,1
RNT 41-1018,KI,264,868,197,464,0,3
SUNSET,KI,58,230,58,121,0,5
FRANKLIN,KI,35,160,28,63,0,0
BEL 41-0108,KI,132,440,96,230,0,2
KEN 47-3676,KI,41,127,23,64,0,0
BUR 33-0705,KI,154,701,99,260,0,7
RED 45-2580,KI,168,384,93,262,0,1
SEA 36-1687,KI,173,644,133,309,0,3
SEA 37-3573,KI,70,564,39,111,0,2
SHL 32-0012,KI,81,340,75,159,0,3
SEA 46-2249,KI,102,250,68,170,0,0
SEA 46-2240,KI,171,431,119,290,0,0
SEA 46-2243,KI,195,514,162,359,0,2
SEA 46-2245,KI,205,409,115,322,0,2
SEA 46-2244,KI,106,268,82,191,0,3
SEA 46-2247,KI,235,630,184,421,0,2
SEA 43-1380,KI,100,301,83,183,0,0
FED 30-3110,KI,114,351,77,194,0,3
RED 48-2968,KI,190,817,108,298,0,0
RED 48-2969,KI,146,443,104,253,0,3
RED 48-2966,KI,125,526,54,179,0,0
RED 48-2967,KI,248,821,125,373,0,0
KEN 47-3493,KI,154,554,115,269,0,0
LAKE LEOTA,KI,191,562,121,313,0,1
KENTLAKE,KI,182,647,104,290,0,4
WYNONA,KI,125,462,85,211,0,1
SEA 37-2799,KI,123,445,80,206,0,3
UNION HILL,KI,210,628,157,374,0,7
SEA 37-1620,KI,90,418,47,140,0,3
WOD 45-1225,KI,156,478,119,279,0,4
COV 47-1145,KI,189,696,127,318,0,2
EASTRIDGE,KI,287,818,187,474,0,0
SEA 37-1621,KI,85,342,66,151,0,0
SEA 46-2100,KI,141,370,104,246,0,1
HOBART,KI,197,621,174,374,0,3
SEA 36-1665,KI,180,515,175,356,0,1
SEA 36-1664,KI,124,326,93,218,0,1
MADISON,KI,85,305,71,157,0,1
ISS 05-3138,KI,170,435,117,287,0,0
AUB 47-1066,KI,116,370,93,211,0,2
BOT 01-2473,KI,184,481,69,256,1,2
FED 30-3027,KI,183,654,99,288,0,6
FED 30-3026,KI,131,399,60,195,0,4
FED 30-3025,KI,175,506,127,307,0,5
FED 30-3024,KI,127,349,92,222,0,3
FED 30-3023,KI,144,412,107,258,0,7
FED 30-3022,KI,81,216,51,132,0,0
FED 30-3021,KI,163,566,85,249,0,1
FED 30-3020,KI,120,436,101,223,0,2
BRINN,KI,258,848,250,513,0,5
NEW 41-3529,KI,161,569,86,249,0,2
SAM 41-2940,KI,79,243,55,136,0,2
SEA 37-1628,KI,133,444,81,215,0,1
FED 30-3029,KI,87,309,27,117,0,3
KIR 45-2934,KI,114,368,81,196,0,1
SEA 36-1701,KI,133,331,97,231,0,1
KEN 33-3629,KI,16,61,11,27,0,0
SEA 34-3648,KI,131,470,107,240,0,2
SEA 43-2017,KI,141,430,121,267,0,5
SEA 43-2016,KI,112,333,84,197,0,1
SEA 43-2015,KI,101,333,94,195,0,0
SEA 43-2014,KI,140,352,119,260,0,1
SEA 43-2013,KI,109,310,105,216,0,2
SHL 32-0232,KI,109,386,120,231,0,2
SEA 43-2011,KI,107,278,80,189,0,2
TUK 11-2955,KI,181,653,92,274,0,1
TUK 11-2956,KI,72,460,40,112,0,0
SEA 43-2018,KI,200,559,162,363,0,1
TWINBERRY,KI,346,656,201,547,0,0
TUK 11-2951,KI,133,601,102,236,0,1
TUK 11-2952,KI,80,294,46,126,0,0
MED 48-0750,KI,227,661,160,389,0,2
MED 48-0751,KI,199,510,132,331,0,0
MED 48-0752,KI,170,527,140,311,0,1
SEA 46-2093,KI,180,462,136,317,0,1
COVE,KI,189,545,160,350,0,1
DES 33-0437,KI,86,271,69,155,0,0
RNT 11-3660,KI,95,341,76,174,0,3
PAC 30-0885,KI,197,762,142,342,0,3
PAC 30-0887,KI,232,796,97,332,0,3
PAC 30-0886,KI,174,668,112,287,0,1
RNT 41-3438,KI,84,365,75,160,0,1
SEA 36-1308,KI,86,298,106,193,0,1
SEA 36-1309,KI,168,556,158,328,0,2
SEA 36-1306,KI,128,381,111,240,0,1
SEA 36-1307,KI,100,276,74,174,0,0
SEA 36-1304,KI,132,333,99,234,0,3
SEA 36-1305,KI,111,301,95,206,0,0
SEA 36-1303,KI,137,411,129,269,0,3
SEA 36-1300,KI,125,383,89,214,0,0
SEA 36-1301,KI,110,319,108,218,0,0
SEA 46-3677,KI,96,320,82,181,0,3
SEA 32-2224,KI,171,535,115,289,0,3
KIR 48-2788,KI,122,354,92,215,0,1
BRIARWOOD,KI,155,582,136,293,0,2
KEN 47-0880,KI,90,362,56,148,0,2
SEA 46-2377,KI,232,574,156,391,0,3
KIR 45-0554,KI,120,451,80,200,0,0
RNT 33-0455,KI,189,767,147,339,0,3
LFP 46-2439,KI,117,311,83,200,0,0
SEA 46-2371,KI,215,656,152,371,0,4
SEA 34-3263,KI,108,415,83,194,0,3
ISS 05-2461,KI,221,572,142,364,0,1
SEA 34-3265,KI,99,353,68,168,0,1
SEA 34-3264,KI,104,340,75,180,0,1
SEA 34-3266,KI,68,311,47,117,0,2
SEA 46-2373,KI,207,683,122,331,0,2
SHL 32-0648,KI,153,481,75,232,0,4
SEA 37-3694,KI,19,92,25,44,0,0
SEA 36-1273,KI,87,279,114,201,0,0
EDGEHILL,KI,20,67,23,44,0,1
BEL 48-2412,KI,100,308,67,168,0,1
AUB 47-3635,KI,173,746,119,295,0,3
FED 30-3599,KI,107,420,102,213,0,4
RNT 11-3590,KI,211,710,107,327,0,9
M-V 05-3589,KI,217,725,122,343,0,4
FED 30-3596,KI,109,332,67,178,0,2
RED 45-3315,KI,323,705,178,503,0,2
COV 47-3551,KI,107,375,74,181,0,0
AUB 30-2702,KI,116,470,39,156,0,1
AUB 30-2703,KI,46,262,16,63,0,1
SAM 41-2469,KI,150,529,136,288,0,2
SHL 32-0735,KI,81,269,59,141,0,1
BEL 41-3671,KI,105,337,57,164,0,2
SEA 36-3252,KI,118,477,90,211,0,3
SEA 37-1854,KI,114,386,74,190,0,2
SEA 43-1849,KI,76,323,84,161,0,1
SEA 37-1850,KI,183,650,159,346,0,4
SEA 37-1853,KI,71,281,47,120,0,2
MONEYSMITH,KI,202,669,186,390,0,2
SEA 43-1845,KI,164,575,112,277,0,1
SEA 43-1847,KI,121,484,103,227,0,3
SEA 43-1846,KI,85,345,72,158,0,1
SEA 43-1843,KI,141,551,110,251,0,0
SEA 43-1842,KI,152,521,126,282,0,4
M-V 05-2748,KI,221,806,122,347,0,4
BEL 41-3695,KI,116,390,66,183,0,1
SEA 43-2545,KI,194,699,179,375,0,2
KEN 33-0270,KI,58,271,28,87,0,1
CAR 05-0290,KI,139,512,136,276,0,1
SHL 32-0537,KI,114,337,98,212,0,0
RNT 11-0804,KI,211,842,128,342,0,3
BROOKSIDE,KI,187,548,158,345,0,0
AUB 47-2729,KI,109,396,69,182,0,4
CLAY,KI,126,438,108,237,0,3
FARLEY,KI,189,739,222,414,0,3
WOD 45-3192,KI,124,352,87,211,0,0
WOD 45-3193,KI,106,462,102,209,0,1
ROUNDTABLE,KI,133,602,77,212,1,1
AUB 47-2723,KI,158,346,74,234,0,2
RIDGE,KI,266,669,122,393,0,5
BUR 33-0562,KI,126,403,64,194,0,4
AUB 47-2478,KI,201,490,127,328,0,0
AUB 47-3413,KI,213,758,109,323,0,1
SHL 32-1077,KI,140,471,78,225,0,7
KEN 33-2570,KI,166,582,97,265,0,2
BEL 41-1235,KI,97,334,83,180,0,0
SHL 32-0917,KI,145,537,104,252,0,3
SHL 32-0914,KI,152,495,137,289,0,0
SEA 34-1533,KI,80,229,79,159,0,0
SEA 34-1532,KI,75,237,62,138,0,1
SEA 43-1263,KI,131,350,98,230,0,1
SEA 34-1530,KI,196,619,168,367,0,3
SEA 34-1537,KI,97,289,59,156,0,0
SEA 34-1536,KI,105,304,86,191,0,0
SEA 34-1535,KI,80,239,66,146,0,0
KIR 01-2918,KI,185,667,134,321,0,2
SEA 43-1269,KI,122,357,112,234,0,0
SEA 43-1268,KI,138,352,116,254,0,0
SEA 34-1539,KI,102,356,91,198,0,5
SEA 34-1538,KI,109,378,93,202,0,0
HUNTER,KI,227,811,154,389,0,8
SEA 43-1353,KI,142,449,117,260,0,1
GUENEVERE,KI,89,342,57,149,0,3
SEA 46-2298,KI,112,321,91,205,0,2
WEEKS,KI,213,713,173,390,0,4
THOMAS,KI,143,442,103,249,0,3
KEN 33-1055,KI,74,424,45,123,0,4
N-B 05-3611,KI,179,664,133,316,0,4
LAKE DESIRE,KI,199,605,121,323,0,3
NAILA,KI,221,798,191,416,0,4
BRIGID,KI,111,320,56,168,0,1
WOD 45-1205,KI,188,507,150,340,0,2
BOT 01-2865,KI,123,356,82,205,0,0
SHL 32-0001,KI,106,439,63,175,0,6
ROWAN,KI,99,356,93,195,0,3
KMR 46-0677,KI,145,552,128,274,0,1
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,259,799,249,509,0,1
SEA 46-2252,KI,90,261,82,172,0,0
SEA 46-2253,KI,169,521,150,322,0,3
SEA 46-2251,KI,172,555,179,352,0,1
GLENN,KI,69,255,55,126,0,2
MAURY,KI,169,413,122,292,0,1
BEL 48-0167,KI,93,271,65,158,0,0
SEA 36-2148,KI,115,359,114,229,0,0
KEN 47-3483,KI,181,606,102,285,0,2
SEA 43-2862,KI,218,736,139,360,0,3
SEA 46-2353,KI,129,488,67,199,0,3
COV 47-1153,KI,187,626,94,284,0,3
SET 33-1031,KI,247,925,148,398,0,3
SEA 46-2317,KI,143,433,122,269,0,4
SHL 32-0454,KI,95,300,77,173,0,1
SEA 43-1280,KI,202,669,133,337,0,2
LAKE YOUNGS,KI,209,669,170,390,0,11
FED 30-3034,KI,92,359,77,171,0,2
FED 30-3035,KI,87,265,41,128,0,0
ARTHUR,KI,280,863,228,510,0,2
FED 30-3037,KI,133,359,53,191,0,5
FED 30-3030,KI,102,361,66,175,0,7
FED 30-3031,KI,187,542,82,273,0,4
FED 30-3032,KI,81,267,50,131,0,0
FED 30-3033,KI,137,408,63,201,0,1
BEL 41-2484,KI,119,404,79,199,0,1
FED 30-3038,KI,69,198,44,115,0,2
FED 30-3039,KI,126,331,53,186,0,7
ISS 41-2401,KI,171,657,169,342,0,2
SHL 32-1197,KI,114,352,76,191,0,1
KEN 11-3663,KI,141,387,83,225,0,1
BINGAMAN,KI,213,565,95,313,0,5
ISS 41-2409,KI,542,1074,286,829,0,1
RENHILL,KI,117,406,85,204,0,2
BARCLAY,KI,102,295,60,162,0,0
C-H 48-0323,KI,153,440,105,258,0,0
C-H 48-0322,KI,93,252,66,159,0,0
C-H 48-0321,KI,121,356,94,216,0,1
SEA 43-2007,KI,88,256,76,164,0,0
SEA 43-2000,KI,169,550,124,294,0,1
C-H 48-0326,KI,88,268,72,161,0,1
C-H 48-0325,KI,152,446,123,276,0,1
C-H 48-0324,KI,142,434,119,265,0,4
SEA 43-2008,KI,102,257,65,169,0,2
SEA 43-2009,KI,208,487,119,329,0,2
KMR 46-0696,KI,253,728,197,455,0,5
DUV 45-0389,KI,238,817,175,414,0,1
SEA 46-1284,KI,76,278,64,140,0,0
SEA 46-1285,KI,97,303,84,182,0,1
SEA 46-1282,KI,198,656,200,399,0,1
SEA 46-1283,KI,129,391,74,204,0,1
SEA 36-1661,KI,108,277,85,193,0,0
SEA 36-1663,KI,107,275,97,205,0,1
SEA 36-1662,KI,171,450,118,291,0,2
BOT 01-2677,KI,108,344,95,204,0,1
BOT 01-2676,KI,224,825,163,391,0,4
SEA 36-1666,KI,215,572,143,360,0,2
SEA 36-1668,KI,142,443,98,244,0,4
SHL 32-0357,KI,174,501,88,264,0,2
SEA 36-1689,KI,172,484,141,313,0,0
SEA 36-1688,KI,95,273,84,179,0,0
SHL 32-0754,KI,238,629,151,389,0,0
RED 45-3547,KI,225,711,162,388,0,1
SEA 36-1683,KI,106,305,99,205,0,0
SEA 36-1682,KI,107,309,82,190,0,1
KIR 45-1019,KI,218,767,142,364,0,4
N-B 05-3296,KI,222,682,164,392,0,6
SEA 36-1686,KI,202,768,149,352,0,1
SEA 36-1685,KI,127,418,93,220,0,0
SEA 36-1684,KI,104,338,69,173,0,0
KIR 45-2760,KI,231,618,154,386,0,1
KIR 45-2761,KI,204,601,135,342,0,3
SEA 36-2795,KI,113,479,92,209,0,4
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,114,393,70,186,0,2
SEA 43-1271,KI,138,473,119,260,0,3
FED 30-2988,KI,211,629,113,332,0,8
SEA 43-1363,KI,220,725,162,386,0,4
SEA 37-1840,KI,167,616,111,281,0,3
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,87,481,32,120,0,1
FED 30-3582,KI,60,255,34,95,0,1
SHL 32-0488,KI,82,282,53,136,0,1
BEL 41-0408,KI,78,212,57,136,0,1
WOD 45-3270,KI,179,612,117,298,0,2
DEVILLE,KI,155,558,104,263,0,4
WYNOCHE,KI,144,397,113,257,0,0
HPT 48-0533,KI,119,334,85,204,0,0
BOWOOD,KI,205,625,130,339,0,4
SEA 11-1942,KI,150,526,118,271,0,3
SEA 11-1941,KI,106,431,116,224,0,2
SEA 37-1841,KI,208,813,184,396,0,4
SEA 11-1947,KI,109,453,94,204,0,1
SEA 11-1945,KI,184,703,156,341,0,1
RED 45-2492,KI,128,356,85,214,0,1
SEA 43-1851,KI,231,694,181,413,0,1
SEA 43-1856,KI,177,579,140,322,0,5
SEA 43-1857,KI,139,528,110,251,0,2
SEA 43-1855,KI,176,619,159,337,0,2
MILWAUKEE,KI,7,50,17,24,0,0
RNT 11-2475,KI,170,654,118,292,0,4
SEA 43-1859,KI,151,553,134,286,0,1
HAM LAKE,KI,145,467,120,267,0,2
BRYAN,KI,98,351,89,188,0,1
KIR 45-0610,KI,185,552,134,322,0,3
KIR 45-0616,KI,153,557,141,297,0,3
BUR 34-0381,KI,133,486,105,243,0,5
KIR 45-0618,KI,173,454,141,315,0,1
KIR 45-0619,KI,121,296,67,190,0,2
SHL 32-0241,KI,188,612,101,291,0,2
KIR 01-0870,KI,199,632,137,340,0,4
MORTON,KI,222,723,198,425,0,5
SEA 43-1858,KI,107,335,92,203,0,4
SHL 32-0866,KI,131,432,81,215,0,3
SEA 46-2285,KI,122,286,88,211,0,1
RNT 41-0995,KI,220,740,124,346,0,2
RNT 41-0994,KI,154,488,95,250,0,1
RNT 41-0993,KI,166,703,153,321,0,2
BEL 41-3225,KI,146,539,93,245,0,6
BEL 41-3226,KI,165,531,111,278,0,2
SEA 36-3689,KI,89,398,74,166,0,3
SEA 36-3686,KI,147,501,105,254,0,2
SEAN,KI,212,690,152,367,0,3
SEA 43-2069,KI,226,652,169,399,0,4
SEA 46-2283,KI,118,348,92,214,0,4
BUR 34-0560,KI,133,474,85,223,0,5
BOT 01-0257,KI,239,718,173,417,0,5
BOT 01-0256,KI,244,670,172,417,0,1
BOT 01-0255,KI,225,750,202,428,0,1
BOT 01-0254,KI,185,561,124,311,0,2
BOT 01-0253,KI,117,400,110,229,0,2
BOT 01-0252,KI,170,514,134,308,0,4
SHL 32-1158,KI,79,317,76,158,0,3
BOT 01-0259,KI,138,430,105,245,0,2
BOT 01-0258,KI,248,817,191,440,0,1
ISS 05-3691,KI,107,314,62,172,0,3
AUB 47-0041,KI,205,735,93,303,0,5
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,59,222,41,100,0,0
SEA 46-2320,KI,113,350,108,222,0,1
SEA 46-2321,KI,121,333,103,225,0,1
SEA 34-1520,KI,99,314,91,190,0,0
SEA 34-1521,KI,97,266,81,181,0,3
SEA 34-1522,KI,98,261,72,171,0,1
SEA 34-1523,KI,111,296,82,193,0,0
SEA 34-1524,KI,103,291,95,199,0,1
SEA 34-1526,KI,76,248,80,156,0,0
SEA 34-1527,KI,212,684,139,351,0,0
PORTAGE,KI,146,396,120,270,0,4
SEA 43-1278,KI,180,588,124,308,0,4
SEA 43-1279,KI,203,684,201,406,0,2
WOD 45-0676,KI,186,502,117,304,0,1
WHITE CENTER,KI,206,788,85,297,0,6
REINTREE,KI,184,565,169,353,0,0
M-I 41-0781,KI,77,216,59,140,0,4
M-I 41-0780,KI,116,389,110,226,0,0
M-I 41-0782,KI,157,503,127,285,0,1
M-I 41-0785,KI,140,380,103,243,0,0
M-I 41-0784,KI,143,411,103,246,0,0
NEW 41-3228,KI,149,470,101,254,0,4
DES 33-2672,KI,139,577,91,231,0,1
M-I 41-0789,KI,224,607,167,391,0,0
NEW 41-3227,KI,150,467,101,254,0,3
LFP 46-1143,KI,175,436,123,299,0,1
KEN 47-2836,KI,148,531,108,259,0,3
KEN 47-2834,KI,164,564,89,255,0,2
SEA 11-1550,KI,128,563,92,222,0,2
SEA 11-1552,KI,84,379,79,166,0,3
DES 33-2455,KI,124,579,49,175,0,2
SHL 32-0038,KI,168,498,75,247,0,4
SEA 43-2928,KI,167,639,169,339,0,3
DORRE DON,KI,243,793,231,477,0,3
KEN 47-2838,KI,199,650,104,307,0,4
KEN 47-3344,KI,196,473,101,298,0,1
M-I 41-0769,KI,179,544,152,333,0,2
M-I 41-0768,KI,101,307,69,170,0,0
ISS 05-3206,KI,249,758,165,419,0,5
M-I 41-0763,KI,84,303,114,200,0,2
M-I 41-0762,KI,80,256,67,148,0,1
M-I 41-0761,KI,116,335,91,208,0,1
M-I 41-0767,KI,76,260,65,141,0,0
M-I 41-0766,KI,115,322,81,197,0,1
M-I 41-0765,KI,291,645,148,441,0,2
FED 30-3574,KI,66,353,49,117,0,2
SEA 46-2099,KI,159,437,133,293,0,1
THISTLE,KI,84,334,68,152,0,0
WOLF,KI,178,690,127,308,0,3
DES 33-1071,KI,113,390,68,181,0,0
COV 47-2586,KI,151,588,89,243,0,3
COV 47-1127,KI,182,606,121,303,0,0
SEA 34-1469,KI,96,362,86,182,0,0
SEA 34-1468,KI,138,448,117,256,0,1
BROOKSHIRE,KI,113,430,93,207,0,1
FED 30-3008,KI,101,365,60,163,0,2
BEL 41-2906,KI,147,474,117,264,0,0
M-V 05-1218,KI,236,674,139,378,0,3
FED 30-3001,KI,239,622,115,357,0,3
FED 30-3000,KI,130,479,64,197,0,3
FED 30-3003,KI,167,563,102,270,0,1
FED 30-3002,KI,207,690,100,314,0,7
FED 30-3005,KI,132,298,69,201,0,0
MIRRORMONT,KI,145,446,97,243,0,1
FED 30-3007,KI,92,242,51,144,0,1
FED 30-3006,KI,138,466,65,207,0,4
KIR 45-3397,KI,84,314,45,130,0,1
RAGING RIVER,KI,149,505,116,268,0,3
N-B 05-3406,KI,82,309,52,136,0,2
CEDAR PARK,KI,77,245,39,118,0,2
SHAWNEE,KI,146,426,142,291,0,3
ILLAHEE,KI,133,328,89,222,0,0
FRAGER,KI,1,2,0,1,0,0
SEA 43-2039,KI,103,328,95,199,0,1
SEA 43-2038,KI,192,560,160,355,0,3
SEA 43-2033,KI,154,438,122,276,0,0
SEA 43-2035,KI,174,668,123,301,0,4
PORT,KI,2,17,5,7,0,0
SEA 43-2037,KI,149,551,122,274,1,2
KIR 48-2657,KI,129,385,68,202,0,5
KMR 46-0689,KI,219,550,121,347,0,7
KMR 46-0686,KI,179,478,103,283,0,1
SEA 36-1326,KI,241,693,192,436,0,3
KEN 47-0662,KI,228,659,170,399,0,1
CARRIAGE LANE,KI,179,621,135,314,0,0
AVALON,KI,101,372,88,191,0,2
SEA 36-1676,KI,77,261,90,167,0,0
SEA 36-1677,KI,128,336,91,219,0,0
WHITE RIVER,KI,169,597,168,337,0,0
SEA 36-1675,KI,104,309,104,209,0,1
SEA 36-1672,KI,93,252,71,164,0,0
SEA 36-1673,KI,267,806,262,530,0,1
SEA 36-1670,KI,181,492,148,331,0,2
SEA 43-2105,KI,189,628,171,361,0,1
SEA 43-2104,KI,151,379,108,260,0,1
BUR 33-0957,KI,96,323,43,141,0,2
SEA 43-1262,KI,167,468,139,308,0,2
SEA 36-1679,KI,137,413,135,272,0,0
KMR 46-0535,KI,181,610,140,324,0,3
SHL 32-0692,KI,172,554,125,299,0,2
SEA 36-1698,KI,95,278,71,167,0,1
SEA 36-1699,KI,85,295,71,160,0,4
ISS 05-0548,KI,215,772,180,398,0,3
SEA 36-1690,KI,80,342,92,178,0,6
SEA 36-1691,KI,75,274,81,156,0,0
SEA 36-1692,KI,132,363,123,256,0,1
BRYN MAWR,KI,117,365,84,201,0,0
BEL 48-3675,KI,78,330,62,141,0,1
BEL 48-3674,KI,113,436,72,185,0,0
SEA 36-1696,KI,159,433,127,286,0,0
SEA 36-1697,KI,102,312,83,186,0,1
BOT 01-3420,KI,132,399,70,205,0,3
DES 33-0297,KI,78,240,43,121,0,0
SEA 36-2118,KI,132,383,116,250,0,2
KEN 33-3172,KI,110,571,28,142,0,4
BEA 41-0099,KI,84,240,66,151,0,1
SEA 36-2523,KI,195,496,137,333,0,1
SEA 36-2522,KI,135,356,93,230,0,2
SEA 46-3688,KI,11,24,4,15,0,0
SEA 36-2520,KI,143,573,153,298,0,2
SEA 36-2527,KI,97,294,96,195,0,2
SEA 36-2526,KI,160,444,135,301,0,6
SEA 36-2524,KI,74,216,78,152,0,0
SEA 36-2529,KI,166,456,147,314,0,1
SEA 36-2528,KI,227,576,169,400,0,4
SEA 36-1722,KI,149,536,105,256,0,2
FED 30-2999,KI,92,392,45,137,0,0
FED 30-2994,KI,64,225,50,118,0,4
FED 30-2995,KI,69,243,51,122,0,2
FED 30-2996,KI,137,510,79,218,0,2
FED 30-2990,KI,162,589,73,239,0,4
FED 30-2991,KI,121,360,66,187,0,0
FED 30-2992,KI,109,356,63,174,0,2
FED 30-2993,KI,224,677,112,340,0,4
KIR 45-0442,KI,164,557,122,286,0,0
SHL 32-0346,KI,90,256,38,131,0,3
M-V 05-3367,KI,204,763,149,358,0,5
M-V 05-3366,KI,117,446,55,172,0,0
DES 33-0361,KI,123,386,78,201,0,0
DES 33-0360,KI,209,582,162,373,0,2
DES 33-0363,KI,92,350,61,154,0,1
DES 33-0362,KI,135,554,71,209,0,3
M-V 05-3369,KI,253,680,126,383,0,4
DES 33-0364,KI,120,441,74,196,0,2
DES 33-0367,KI,127,411,104,234,0,3
DES 33-0366,KI,201,593,139,343,0,3
SEA 43-1266,KI,120,351,93,213,0,0
SEA 37-1839,KI,199,754,193,399,0,7
SEA 37-1838,KI,214,764,190,405,0,1
KIR 01-2488,KI,275,786,194,473,0,4
SEA 37-1834,KI,109,386,77,188,0,2
SEA 37-1833,KI,182,653,152,336,0,2
SEA 37-1831,KI,117,353,104,221,0,0
SEA 43-1826,KI,197,567,155,354,0,2
SEA 43-1821,KI,93,233,51,144,0,0
KEN 47-0910,KI,181,765,122,309,0,6
BUR 33-0094,KI,132,450,96,229,0,1
SEA 46-2350,KI,128,407,88,217,0,1
AUB 47-3276,KI,154,610,87,247,0,6
NEW 41-0840,KI,168,684,165,337,0,4
KMR 46-2754,KI,110,344,101,211,0,0
BEL 41-0505,KI,116,279,81,197,0,0
BUR 34-0710,KI,100,357,69,175,0,6
RNT 41-0989,KI,155,693,113,270,0,2
STACY,KI,36,173,51,89,0,2
SEA 36-2749,KI,78,336,51,130,0,1
SEA 34-1546,KI,113,385,143,257,0,1
AUB 47-2700,KI,50,212,19,73,0,4
AUB 47-2701,KI,91,486,52,146,0,3
SEA 36-2743,KI,187,501,142,332,0,3
VALENCIA,KI,139,501,117,258,0,2
SAM 41-2937,KI,148,452,98,249,0,3
KELSEY,KI,129,439,79,209,0,1
KEN 33-0453,KI,210,815,149,364,0,5
M-V 05-3245,KI,189,636,172,367,0,6
NEW 41-2811,KI,144,381,80,228,0,4
KIR 01-0403,KI,174,537,100,275,0,1
PINE,KI,31,139,45,76,0,0
SEA 36-3345,KI,155,517,102,260,0,3
SHL 32-0559,KI,85,308,72,157,0,0
SEA 36-3341,KI,167,654,153,325,0,5
BEL 41-0180,KI,98,325,75,173,0,0
BUR 34-0402,KI,143,390,96,241,0,2
SEA 34-1515,KI,151,391,96,247,0,0
SEA 34-1514,KI,163,521,114,277,0,0
SEA 34-1517,KI,84,260,60,145,0,1
SEA 34-1516,KI,119,399,105,227,0,3
SEA 34-1511,KI,90,320,80,172,0,2
